,baseOrig,compOrig,baseCharStart,baseCharEnd,baseWdStart,baseWdEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compWdStart,compWdEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,baseOrder,compOrder,dam-lev,jac
1165,ref-sifre-n.39.1.88-ref-sifre-n.39.1.102,ref-sifre-d.302.1.6-ref-sifre-d.302.1.20,62837,62916,9056,9070,ref-sifre-n.39.1.88,ref-sifre-n.39.1.102,288558,288623,48290,48304,ref-sifre-d.302.1.6,ref-sifre-d.302.1.20,נאמר כאן ברכה ונאמר להלן ברכה מה ברכה האמורה להלן בעמידה אף ברכה האמורה כאן ,נאמר כאן קץ ונאמר להלן קץ מה קץ האמור להלן רגל אף קץ האמור כאן ,15,15,388,1165,0.3157894736842105,0.4444444444444444
1166,ref-sifre-n.73.2.58-ref-sifre-n.73.2.74,ref-sifre-d.302.1.6-ref-sifre-d.302.1.20,98137,98229,14768,14784,ref-sifre-n.73.2.58,ref-sifre-n.73.2.74,288558,288623,48290,48304,ref-sifre-d.302.1.6,ref-sifre-d.302.1.20,נאמר כאן תרועה ונאמר להלן תרועה מה תרועה האמורה להלן תקיעה לאחר תרועה אף תרועה האמורה כאן ,נאמר כאן קץ ונאמר להלן קץ מה קץ האמור להלן רגל אף קץ האמור כאן ,17,15,488,1166,0.4111111111111111,0.5
1167,ref-sifre-n.73.2.136-ref-sifre-n.73.2.152,ref-sifre-d.302.1.6-ref-sifre-d.302.1.20,98548,98642,14835,14851,ref-sifre-n.73.2.136,ref-sifre-n.73.2.152,288558,288623,48290,48304,ref-sifre-d.302.1.6,ref-sifre-d.302.1.20,נאמר כאן תרועה ונאמר להלן תרועה מה תרועה האמורה להלן תוקע ומריע ותוקע אף תרועה האמורה כאן ,נאמר כאן קץ ונאמר להלן קץ מה קץ האמור להלן רגל אף קץ האמור כאן ,17,15,525,1167,0.4111111111111111,0.5
1168,ref-sifre-n.75.1.39-ref-sifre-n.75.1.56,ref-sifre-d.302.1.6-ref-sifre-d.302.1.20,99798,99894,15032,15049,ref-sifre-n.75.1.39,ref-sifre-n.75.1.56,288558,288623,48290,48304,ref-sifre-d.302.1.6,ref-sifre-d.302.1.20,נאמר כאן כהנים ונאמר להלן כהנים מה כהנים האמור להלן תמימים ולא בעלי מומין אף כהנים האמור כאן ,נאמר כאן קץ ונאמר להלן קץ מה קץ האמור להלן רגל אף קץ האמור כאן ,18,15,556,1168,0.43010752688172044,0.5454545454545454
1169,ref-sifre-n.113.1.59-ref-sifre-n.113.1.73,ref-sifre-d.302.1.6-ref-sifre-d.302.1.20,168004,168079,26424,26438,ref-sifre-n.113.1.59,ref-sifre-n.113.1.73,288558,288623,48290,48304,ref-sifre-d.302.1.6,ref-sifre-d.302.1.20,נאמר כאן מדבר ונאמר להלן מדבר מה מדבר האמור להלן צלפחד אף מדבר האמור כאן ,נאמר כאן קץ ונאמר להלן קץ מה קץ האמור להלן רגל אף קץ האמור כאן ,15,15,721,1169,0.2876712328767123,0.4444444444444444
1170,ref-sifre-n.124.1.255-ref-sifre-n.124.1.271,ref-sifre-d.302.1.6-ref-sifre-d.302.1.20,212297,212387,33518,33534,ref-sifre-n.124.1.255,ref-sifre-n.124.1.271,288558,288623,48290,48304,ref-sifre-d.302.1.6,ref-sifre-d.302.1.20,נאמרה כאן לקיחה ונאמרה להלן שמות יב לקיחה מה לקיחה האמורה להלן שלשה אף לקיחה האמורה כאן ,נאמר כאן קץ ונאמר להלן קץ מה קץ האמור להלן רגל אף קץ האמור כאן ,17,15,932,1170,0.36363636363636365,0.5454545454545454
1171,ref-sifre-n.128.2.2-ref-sifre-n.128.2.18,ref-sifre-d.302.1.6-ref-sifre-d.302.1.20,224877,224965,35523,35539,ref-sifre-n.128.2.2,ref-sifre-n.128.2.18,288558,288623,48290,48304,ref-sifre-d.302.1.6,ref-sifre-d.302.1.20,נאמרה כאן לקיחה ונאמרה להלן שמות יב לקיחה מה לקיחה האמורה להלן ג' אף לקיחה האמורה כאן ,נאמר כאן קץ ונאמר להלן קץ מה קץ האמור להלן רגל אף קץ האמור כאן ,17,15,1021,1171,0.3488372093023256,0.5454545454545454
1172,ref-sifre-n.142.2.71-ref-sifre-n.142.2.91,ref-sifre-d.302.1.6-ref-sifre-d.302.1.20,253472,253582,40355,40375,ref-sifre-n.142.2.71,ref-sifre-n.142.2.91,288558,288623,48290,48304,ref-sifre-d.302.1.6,ref-sifre-d.302.1.20,נאמרה כאן שמירה ונאמר להלן שמות יב שמירה מה שמירה האמורה להלן מבקרו ד' ימים קודם שחיטתו אף שמירה האמורה כאן ,נאמר כאן קץ ונאמר להלן קץ מה קץ האמור להלן רגל אף קץ האמור כאן ,21,15,1160,1172,0.5092592592592593,0.6666666666666667
1173,ref-sifre-n.142.2.212-ref-sifre-n.142.2.228,ref-sifre-d.302.1.6-ref-sifre-d.302.1.20,254184,254273,40470,40484,ref-sifre-n.142.2.212,ref-sifre-n.142.2.228,288558,288623,48290,48304,ref-sifre-d.302.1.6,ref-sifre-d.302.1.20,נאמר כאן במועדו ונא' להלן במועדו מה מועדו האמור להלן דוחה את השבת אף מועדו האמור כאן ,נאמר כאן קץ ונאמר להלן קץ מה קץ האמור להלן רגל אף קץ האמור כאן ,17,15,1189,1173,0.4235294117647059,0.6923076923076923
1174,ref-sifre-n.157.8.90-ref-sifre-n.157.8.109,ref-sifre-d.302.1.6-ref-sifre-d.302.1.20,281484,281574,44898,44917,ref-sifre-n.157.8.90,ref-sifre-n.157.8.109,288558,288623,48290,48304,ref-sifre-d.302.1.6,ref-sifre-d.302.1.20,נאמר כאן בגד ונאמר להלן בגד מה בגד האמור להלן עשה בו כל מעשה עזים כשק אף בגד האמור כאן ,נאמר כאן קץ ונאמר להלן קץ מה קץ האמור להלן רגל אף קץ האמור כאן ,20,15,1272,1174,0.39080459770114945,0.5833333333333333
1175,ref-sifre-n.127.5.22-ref-sifre-n.127.5.38,ref-sifre-d.302.1.6-ref-sifre-d.302.1.30,224231,224307,35430,35444,ref-sifre-n.127.5.22,ref-sifre-n.127.5.38,288558,288665,48290,48314,ref-sifre-d.302.1.6,ref-sifre-d.302.1.30,נאמר כאן עפר ונאמר להלן במדבר ה עפר מה עפר האמור להלן על פני המים אף כאן ,נאמר כאן קץ ונאמר להלן קץ מה קץ האמור להלן רגל אף קץ האמור כאן רגל אי מה קץ האמור להלן חג המצות אף כאן ,17,25,994,1175,0.5242718446601942,0.6428571428571428
1176,ref-sifre-n.22.1.193-ref-sifre-n.22.1.207,ref-sifre-d.302.1.7-ref-sifre-d.302.1.20,33539,33623,5122,5136,ref-sifre-n.22.1.193,ref-sifre-n.22.1.207,288563,288623,48291,48304,ref-sifre-d.302.1.7,ref-sifre-d.302.1.20,כאן הפלאה ונאמר להלן הפלאה מה הפלאה האמורה להלן בנדר ובנדבה אף הפלאה האמורה כאן ,כאן קץ ונאמר להלן קץ מה קץ האמור להלן רגל אף קץ האמור כאן ,15,14,164,1176,0.4,0.5
1177,ref-sifre-n.25.1.406-ref-sifre-n.25.1.420,ref-sifre-d.302.1.7-ref-sifre-d.302.1.20,41623,41697,6317,6331,ref-sifre-n.25.1.406,ref-sifre-n.25.1.420,288563,288623,48291,48304,ref-sifre-d.302.1.7,ref-sifre-d.302.1.20,כאן פרוע ונאמר להלן פרוע מה פרוע האמור להלן גידול שער אף פרוע האמור כאן ,כאן קץ ונאמר להלן קץ מה קץ האמור להלן רגל אף קץ האמור כאן ,15,14,197,1177,0.3333333333333333,0.5
1178,ref-sifre-n.110.1.111-ref-sifre-n.110.1.126,ref-sifre-d.302.1.7-ref-sifre-d.302.1.20,156996,157074,24646,24661,ref-sifre-n.110.1.111,ref-sifre-n.110.1.126,288563,288623,48291,48304,ref-sifre-d.302.1.7,ref-sifre-d.302.1.20,כאן לחם עוני ונאמר להלן לחם מה לחם האמור להלן חמשת המינים אף לחם האמור כאן ,כאן קץ ונאמר להלן קץ מה קץ האמור להלן רגל אף קץ האמור כאן ,16,14,689,1178,0.37333333333333335,0.5454545454545454
1179,ref-sifre-n.153.3.18-ref-sifre-n.153.3.33,ref-sifre-d.302.1.7-ref-sifre-d.302.1.20,264941,265016,42271,42286,ref-sifre-n.153.3.18,ref-sifre-n.153.3.33,288563,288623,48291,48304,ref-sifre-d.302.1.7,ref-sifre-d.302.1.20,כאן נדר ונאמר להלן נדר מה נדר האמור להלן נדר ונדבה עמו אף נדר האמור כאן ,כאן קץ ונאמר להלן קץ מה קץ האמור להלן רגל אף קץ האמור כאן ,16,14,1232,1179,0.3333333333333333,0.5
1180,ref-sifre-n.116.2.276-ref-sifre-n.116.2.287,ref-sifre-d.302.1.9-ref-sifre-d.302.1.20,183274,183335,28951,28962,ref-sifre-n.116.2.276,ref-sifre-n.116.2.287,288570,288623,48293,48304,ref-sifre-d.302.1.9,ref-sifre-d.302.1.20,ונאמר להלן יומת מה יומת האמור להלן סקילה אף יומת האמור כאן ,ונאמר להלן קץ מה קץ האמור להלן רגל אף קץ האמור כאן ,12,12,835,1180,0.2711864406779661,0.4444444444444444
1181,ref-sifre-n.116.2.297-ref-sifre-n.116.2.308,ref-sifre-d.302.1.9-ref-sifre-d.302.1.20,183378,183439,28967,28978,ref-sifre-n.116.2.297,ref-sifre-n.116.2.308,288570,288623,48293,48304,ref-sifre-d.302.1.9,ref-sifre-d.302.1.20,ונאמר להלן יומת מה יומת האמור להלן בחנק אף יומת האמור כאן ,ונאמר להלן קץ מה קץ האמור להלן רגל אף קץ האמור כאן ,12,12,858,1181,0.27586206896551724,0.4444444444444444
1182,ref-sifre-n.124.1.639-ref-sifre-n.124.1.653,ref-sifre-d.302.1.9-ref-sifre-d.302.1.20,214270,214351,33835,33849,ref-sifre-n.124.1.639,ref-sifre-n.124.1.653,288570,288623,48293,48304,ref-sifre-d.302.1.9,ref-sifre-d.302.1.20,ונאמר להלן טהור מה טהור האמור להלן טמא לתרומה וטהור לחטאת אף טהור האמור כאן ,ונאמר להלן קץ מה קץ האמור להלן רגל אף קץ האמור כאן ,15,12,958,1182,0.42105263157894735,0.5454545454545454
1183,ref-sifre-n.133.4.18-ref-sifre-n.133.4.28,ref-sifre-d.302.1.12-ref-sifre-d.302.1.23,239020,239069,37910,37920,ref-sifre-n.133.4.18,ref-sifre-n.133.4.28,288585,288633,48296,48307,ref-sifre-d.302.1.12,ref-sifre-d.302.1.23,מה שם האמור להלן נחלה אף שם האמור כאן נחלה ומה ,מה קץ האמור להלן רגל אף קץ האמור כאן רגל אי מה ,11,12,1063,1183,0.2765957446808511,0.5555555555555556
1184,ref-sifre-n.121.1.387-ref-sifre-n.121.1.408,ref-sifre-d.302.1.20-ref-sifre-d.302.1.34,203850,203952,32206,32227,ref-sifre-n.121.1.387,ref-sifre-n.121.1.408,288620,288685,48304,48318,ref-sifre-d.302.1.20,ref-sifre-d.302.1.34,להלן דברים כב מלאה מה להלן שהיא עולה אף כאן שהיא עולה אי מה להלן במאה ואחד אף כאן במאה ואחד אמרת ,כאן רגל אי מה קץ האמור להלן חג המצות אף כאן חג המצות נאמר להלן ,22,15,899,1184,0.6907216494845361,0.8125
1186,ref-sifre-n.10.1.197-ref-sifre-n.10.1.205,ref-sifre-d.302.1.23-ref-sifre-d.302.1.34,21754,21797,3270,3278,ref-sifre-n.10.1.197,ref-sifre-n.10.1.205,288631,288685,48307,48318,ref-sifre-d.302.1.23,ref-sifre-d.302.1.34,כאן עפר ונאמר להלן עפר מה עפר האמורה להלן ,מה קץ האמור להלן חג המצות אף כאן חג המצות נאמר להלן ,9,12,46,1186,0.6346153846153846,0.6666666666666667
1187,ref-sifre-n.12.1.12-ref-sifre-n.12.1.20,ref-sifre-d.302.1.23-ref-sifre-d.302.1.34,23323,23372,3536,3544,ref-sifre-n.12.1.12,ref-sifre-n.12.1.20,288631,288685,48307,48318,ref-sifre-d.302.1.23,ref-sifre-d.302.1.34,כאן שבועה ונאמר להלן שבועה מה שבועה האמורה להלן ,מה קץ האמור להלן חג המצות אף כאן חג המצות נאמר להלן ,9,12,76,1187,0.6730769230769231,0.6666666666666667
1188,ref-sifre-n.16.1.19-ref-sifre-n.16.1.27,ref-sifre-d.302.1.23-ref-sifre-d.302.1.34,27058,27106,4117,4125,ref-sifre-n.16.1.19,ref-sifre-n.16.1.27,288631,288685,48307,48318,ref-sifre-d.302.1.23,ref-sifre-d.302.1.34,כאן וכתב ונאמר להלן וכתב מה וכתב האמור להלן ,מה קץ האמור להלן חג המצות אף כאן חג המצות נאמר להלן ,9,12,132,1188,0.6153846153846154,0.6666666666666667
1189,ref-sifre-n.22.1.193-ref-sifre-n.22.1.204,ref-sifre-d.302.1.23-ref-sifre-d.302.1.34,33539,33605,5122,5133,ref-sifre-n.22.1.193,ref-sifre-n.22.1.204,288631,288685,48307,48318,ref-sifre-d.302.1.23,ref-sifre-d.302.1.34,כאן הפלאה ונאמר להלן הפלאה מה הפלאה האמורה להלן בנדר ובנדבה אף ,מה קץ האמור להלן חג המצות אף כאן חג המצות נאמר להלן ,12,12,144,1189,0.6825396825396826,0.6363636363636364
1190,ref-sifre-n.25.1.406-ref-sifre-n.25.1.417,ref-sifre-d.302.1.23-ref-sifre-d.302.1.34,41623,41681,6317,6328,ref-sifre-n.25.1.406,ref-sifre-n.25.1.417,288631,288685,48307,48318,ref-sifre-d.302.1.23,ref-sifre-d.302.1.34,כאן פרוע ונאמר להלן פרוע מה פרוע האמור להלן גידול שער אף ,מה קץ האמור להלן חג המצות אף כאן חג המצות נאמר להלן ,12,12,176,1190,0.6842105263157895,0.6363636363636364
1191,ref-sifre-n.25.1.644-ref-sifre-n.25.1.664,ref-sifre-d.302.1.23-ref-sifre-d.302.1.34,42890,42995,6420,6430,ref-sifre-n.25.1.644,ref-sifre-n.25.1.664,288631,288685,48307,48318,ref-sifre-d.302.1.23,ref-sifre-d.302.1.34,כאן נזיר ונאמר להלן נזיר מה נזיר האמור להלן עשה בו ימים שלאחר נזירות כימים שבתוך נזירות עד הבאת קרבן אף ,מה קץ האמור להלן חג המצות אף כאן חג המצות נאמר להלן ,21,12,228,1191,0.7211538461538461,0.75
1192,ref-sifre-n.26.1.408-ref-sifre-n.26.1.416,ref-sifre-d.302.1.23-ref-sifre-d.302.1.34,45384,45426,6783,6791,ref-sifre-n.26.1.408,ref-sifre-n.26.1.416,288631,288685,48307,48318,ref-sifre-d.302.1.23,ref-sifre-d.302.1.34,כאן אמו ונאמר להלן אמו מה אמו האמור להלן ,מה קץ האמור להלן חג המצות אף כאן חג המצות נאמר להלן ,9,12,261,1192,0.5384615384615384,0.6666666666666667
1193,ref-sifre-n.29.1.151-ref-sifre-n.29.1.165,ref-sifre-d.302.1.23-ref-sifre-d.302.1.34,48872,48952,7301,7311,ref-sifre-n.29.1.151,ref-sifre-n.29.1.165,288631,288685,48307,48318,ref-sifre-d.302.1.23,ref-sifre-d.302.1.34,כאן שמיני ונאמר להלן שמיני מה שמיני האמור להלן הכשיר בו שמיני ומשמיני והלאה אף ,מה קץ האמור להלן חג המצות אף כאן חג המצות נאמר להלן ,15,12,296,1193,0.6708860759493671,0.6666666666666667
1194,ref-sifre-n.30.1.834-ref-sifre-n.30.1.842,ref-sifre-d.302.1.23-ref-sifre-d.302.1.34,53517,53562,7817,7825,ref-sifre-n.30.1.834,ref-sifre-n.30.1.842,288631,288685,48307,48318,ref-sifre-d.302.1.23,ref-sifre-d.302.1.34,כאן נזיר ונאמר להלן נזיר מה נזיר האמור להלן ,מה קץ האמור להלן חג המצות אף כאן חג המצות נאמר להלן ,9,12,329,1194,0.6346153846153846,0.6666666666666667
1195,ref-sifre-n.31.3.324-ref-sifre-n.31.3.332,ref-sifre-d.302.1.23-ref-sifre-d.302.1.34,57258,57303,8177,8185,ref-sifre-n.31.3.324,ref-sifre-n.31.3.332,288631,288685,48307,48318,ref-sifre-d.302.1.23,ref-sifre-d.302.1.34,כאן נזיר ונאמר להלן נזיר מה נזיר האמור להלן ,מה קץ האמור להלן חג המצות אף כאן חג המצות נאמר להלן ,9,12,359,1195,0.6346153846153846,0.6666666666666667
1196,ref-sifre-n.39.1.89-ref-sifre-n.39.1.99,ref-sifre-d.302.1.23-ref-sifre-d.302.1.34,62842,62899,9057,9067,ref-sifre-n.39.1.89,ref-sifre-n.39.1.99,288631,288685,48307,48318,ref-sifre-d.302.1.23,ref-sifre-d.302.1.34,כאן ברכה ונאמר להלן ברכה מה ברכה האמורה להלן בעמידה אף ,מה קץ האמור להלן חג המצות אף כאן חג המצות נאמר להלן ,11,12,390,1196,0.6909090909090909,0.6
1197,ref-sifre-n.73.2.59-ref-sifre-n.73.2.67,ref-sifre-d.302.1.23-ref-sifre-d.302.1.34,98142,98191,14769,14777,ref-sifre-n.73.2.59,ref-sifre-n.73.2.67,288631,288685,48307,48318,ref-sifre-d.302.1.23,ref-sifre-d.302.1.34,כאן תרועה ונאמר להלן תרועה מה תרועה האמורה להלן ,מה קץ האמור להלן חג המצות אף כאן חג המצות נאמר להלן ,9,12,491,1197,0.6730769230769231,0.6666666666666667
1198,ref-sifre-n.73.2.137-ref-sifre-n.73.2.145,ref-sifre-d.302.1.23-ref-sifre-d.302.1.34,98553,98602,14836,14844,ref-sifre-n.73.2.137,ref-sifre-n.73.2.145,288631,288685,48307,48318,ref-sifre-d.302.1.23,ref-sifre-d.302.1.34,כאן תרועה ונאמר להלן תרועה מה תרועה האמורה להלן ,מה קץ האמור להלן חג המצות אף כאן חג המצות נאמר להלן ,9,12,526,1198,0.6730769230769231,0.6666666666666667
1199,ref-sifre-n.75.1.40-ref-sifre-n.75.1.48,ref-sifre-d.302.1.23-ref-sifre-d.302.1.34,99803,99851,15033,15041,ref-sifre-n.75.1.40,ref-sifre-n.75.1.48,288631,288685,48307,48318,ref-sifre-d.302.1.23,ref-sifre-d.302.1.34,כאן כהנים ונאמר להלן כהנים מה כהנים האמור להלן ,מה קץ האמור להלן חג המצות אף כאן חג המצות נאמר להלן ,9,12,560,1199,0.6153846153846154,0.625
1200,ref-sifre-n.110.1.111-ref-sifre-n.110.1.123,ref-sifre-d.302.1.23-ref-sifre-d.302.1.34,156996,157059,24646,24658,ref-sifre-n.110.1.111,ref-sifre-n.110.1.123,288631,288685,48307,48318,ref-sifre-d.302.1.23,ref-sifre-d.302.1.34,כאן לחם עוני ונאמר להלן לחם מה לחם האמור להלן חמשת המינים אף ,מה קץ האמור להלן חג המצות אף כאן חג המצות נאמר להלן ,13,12,667,1200,0.6885245901639344,0.6666666666666667
1201,ref-sifre-n.113.1.60-ref-sifre-n.113.1.70,ref-sifre-d.302.1.23-ref-sifre-d.302.1.34,168009,168063,26425,26435,ref-sifre-n.113.1.60,ref-sifre-n.113.1.70,288631,288685,48307,48318,ref-sifre-d.302.1.23,ref-sifre-d.302.1.34,כאן מדבר ונאמר להלן מדבר מה מדבר האמור להלן צלפחד אף ,מה קץ האמור להלן חג המצות אף כאן חג המצות נאמר להלן ,11,12,723,1201,0.7358490566037735,0.6
1202,ref-sifre-n.124.1.256-ref-sifre-n.124.1.268,ref-sifre-d.302.1.23-ref-sifre-d.302.1.34,212303,212369,33519,33531,ref-sifre-n.124.1.256,ref-sifre-n.124.1.268,288631,288685,48307,48318,ref-sifre-d.302.1.23,ref-sifre-d.302.1.34,כאן לקיחה ונאמרה להלן שמות יב לקיחה מה לקיחה האמורה להלן שלשה אף ,מה קץ האמור להלן חג המצות אף כאן חג המצות נאמר להלן ,13,12,933,1202,0.6307692307692307,0.6666666666666667
1203,ref-sifre-n.127.5.23-ref-sifre-n.127.5.37,ref-sifre-d.302.1.23-ref-sifre-d.302.1.34,224236,224303,35431,35443,ref-sifre-n.127.5.23,ref-sifre-n.127.5.37,288631,288685,48307,48318,ref-sifre-d.302.1.23,ref-sifre-d.302.1.34,כאן עפר ונאמר להלן במדבר ה עפר מה עפר האמור להלן על פני המים אף ,מה קץ האמור להלן חג המצות אף כאן חג המצות נאמר להלן ,15,12,998,1203,0.6875,0.6923076923076923
1204,ref-sifre-n.128.2.3-ref-sifre-n.128.2.15,ref-sifre-d.302.1.23-ref-sifre-d.302.1.34,224883,224947,35524,35536,ref-sifre-n.128.2.3,ref-sifre-n.128.2.15,288631,288685,48307,48318,ref-sifre-d.302.1.23,ref-sifre-d.302.1.34,כאן לקיחה ונאמרה להלן שמות יב לקיחה מה לקיחה האמורה להלן ג' אף ,מה קץ האמור להלן חג המצות אף כאן חג המצות נאמר להלן ,13,12,1023,1204,0.6190476190476191,0.6666666666666667
1205,ref-sifre-n.142.2.72-ref-sifre-n.142.2.82,ref-sifre-d.302.1.23-ref-sifre-d.302.1.34,253478,253535,40356,40366,ref-sifre-n.142.2.72,ref-sifre-n.142.2.82,288631,288685,48307,48318,ref-sifre-d.302.1.23,ref-sifre-d.302.1.34,כאן שמירה ונאמר להלן שמות יב שמירה מה שמירה האמורה להלן ,מה קץ האמור להלן חג המצות אף כאן חג המצות נאמר להלן ,11,12,1161,1205,0.5714285714285714,0.7272727272727273
1206,ref-sifre-n.142.2.213-ref-sifre-n.142.2.225,ref-sifre-d.302.1.23-ref-sifre-d.302.1.34,254189,254256,40471,40481,ref-sifre-n.142.2.213,ref-sifre-n.142.2.225,288631,288685,48307,48318,ref-sifre-d.302.1.23,ref-sifre-d.302.1.34,כאן במועדו ונא' להלן במועדו מה מועדו האמור להלן דוחה את השבת אף ,מה קץ האמור להלן חג המצות אף כאן חג המצות נאמר להלן ,13,12,1193,1206,0.71875,0.6923076923076923
1207,ref-sifre-n.153.3.18-ref-sifre-n.153.3.26,ref-sifre-d.302.1.23-ref-sifre-d.302.1.34,264941,264983,42271,42279,ref-sifre-n.153.3.18,ref-sifre-n.153.3.26,288631,288685,48307,48318,ref-sifre-d.302.1.23,ref-sifre-d.302.1.34,כאן נדר ונאמר להלן נדר מה נדר האמור להלן ,מה קץ האמור להלן חג המצות אף כאן חג המצות נאמר להלן ,9,12,1210,1207,0.6153846153846154,0.6666666666666667
1208,ref-sifre-n.157.8.91-ref-sifre-n.157.8.99,ref-sifre-d.302.1.23-ref-sifre-d.302.1.34,281489,281531,44899,44907,ref-sifre-n.157.8.91,ref-sifre-n.157.8.99,288631,288685,48307,48318,ref-sifre-d.302.1.23,ref-sifre-d.302.1.34,כאן בגד ונאמר להלן בגד מה בגד האמור להלן ,מה קץ האמור להלן חג המצות אף כאן חג המצות נאמר להלן ,9,12,1277,1208,0.5961538461538461,0.6666666666666667
1209,ref-sifre-n.120.1.81-ref-sifre-n.120.1.104,ref-sifre-d.303.13.4-ref-sifre-d.303.14.1,201428,201550,31833,31856,ref-sifre-n.120.1.81,ref-sifre-n.120.1.104,289889,290022,48515,48540,ref-sifre-d.303.13.4,ref-sifre-d.303.14.1,שלא יתרום מן המחובר על התלוש ולא מן התלוש על המחובר ולא מן החדש על הישן ולא מן הישן על החדש והרמותם ממנו שלא ,ולא הפרשתי ממין על שאינו מינו לא מן התלוש על המחובר ולא מן המחובר על התלוש ולא מן החדש על הישן ולא מן הישן על החדש ולא ,24,27,880,1209,0.44537815126050423,0.46153846153846156
1211,ref-sifre-n.7.3.359-ref-sifre-n.7.3.375,ref-sifre-d.303.16.6-ref-sifre-d.303.17.1,17034,17112,2508,2523,ref-sifre-n.7.3.359,ref-sifre-n.7.3.375,290134,290181,48561,48570,ref-sifre-d.303.16.6,ref-sifre-d.303.17.1,היא נטמאה והיא לא נטמאה אם היא טמאה למה אינה משקה שותה ואם טהורה היא למה הוא ,שהיא טמא ואני טהור או הוא טהור ואני טמא ולא ,17,10,9,1211,0.5974025974025974,0.625
1212,ref-sifre-n.139.2.53-ref-sifre-n.139.2.61,ref-sifre-d.304.2.27-ref-sifre-d.304.2.33,250338,250389,39836,39844,ref-sifre-n.139.2.53,ref-sifre-n.139.2.61,290845,290883,48680,48686,ref-sifre-d.304.2.27,ref-sifre-d.304.2.33,אשר יצא לפניהם בראש ואשר יבוא לפניהם בראש שנאמר ,אשר יצא לפניהם ואשר יבא לפניהם ואומר ,9,7,1128,1212,0.2708333333333333,0.4285714285714286
1213,ref-sifre-n.140.1.47-ref-sifre-n.140.1.70,ref-sifre-d.305.1.68-ref-sifre-d.305.1.92,251394,251529,40014,40035,ref-sifre-n.140.1.47,ref-sifre-n.140.1.70,291455,291601,48786,48808,ref-sifre-d.305.1.68,ref-sifre-d.305.1.92,שואל ודורש ומורה הוראות בחייך כשתפטר מן העולם לא יהי ישראל אומרים בחיי רבו לא הורה ועכשיו הוא מורה מיד מעמידו מן הארץ והושיבו ,שואל ודורש ומורה בהוריות בחייך כשתיפטר לא יהו ישראל אומרים לו בחיי רבך לא הייתה מדבר ועכשיו אתה מדבר ויש אומרים שהעמידו מן הארץ והושיבו ,24,25,1130,1213,0.29411764705882354,0.4285714285714286
1214,ref-sifre-n.157.9.137-ref-sifre-n.157.9.150,ref-sifre-d.305.1.74-ref-sifre-d.305.1.86,282426,282488,45060,45072,ref-sifre-n.157.9.137,ref-sifre-n.157.9.150,291499,291562,48792,48804,ref-sifre-d.305.1.74,ref-sifre-d.305.1.86,לא יהיו אומרים לו בחיי משה רבך לא היתה מדבר עכשיו מה אתה מדבר ,לא יהו ישראל אומרים לו בחיי רבך לא הייתה מדבר ועכשיו אתה מדבר ,14,13,1279,1214,0.24193548387096775,0.25
1215,ref-sifre-n.139.2.165-ref-sifre-n.139.2.176,ref-sifre-d.305.3.132-ref-sifre-d.305.3.141,250946,251008,39940,39950,ref-sifre-n.139.2.165,ref-sifre-n.139.2.176,293211,293257,49090,49098,ref-sifre-d.305.3.132,ref-sifre-d.305.3.141,אם לא תדעי לך היפה בנשים מעולה שבנביאים צאי לך בעקבי הצאן ,אם לא תדעי לך היפה בנשים צאי לך בעקבי הצאן ,12,10,1129,1215,0.25862068965517243,0.19999999999999996
1216,ref-sifre-n.84.4.152-ref-sifre-n.84.4.158,ref-sifre-d.306.1.195-ref-sifre-d.306.1.201,114982,115019,17550,17555,ref-sifre-n.84.4.152,ref-sifre-n.84.4.158,296130,296167,49586,49591,ref-sifre-d.306.1.195,ref-sifre-d.306.1.201,וימירו את כבודם בתבנית שור אוכל עשב ,וימירו את כבודם בתבנית שור אוכל עשב ,7,7,593,1216,0.0,0.0
1217,ref-sifre-n.87.1.60-ref-sifre-n.87.1.70,ref-sifre-d.306.3.4-ref-sifre-d.306.3.13,121313,121374,18608,18616,ref-sifre-n.87.1.60,ref-sifre-n.87.1.70,297435,297488,49814,49822,ref-sifre-d.306.3.4,ref-sifre-d.306.3.13,משל למלך בשר ודם שמסר בנו לפדגוג והיה יושב ומפקדו ואומר ,משל למלך שמסר את בנו לפדגוג להיות יושב ומשמרו אמר ,11,10,606,1217,0.32142857142857145,0.41666666666666663
1218,ref-sifre-n.43.1.101-ref-sifre-n.43.1.108,ref-sifre-d.306.4.58-ref-sifre-d.306.4.65,73111,73146,10672,10677,ref-sifre-n.43.1.101,ref-sifre-n.43.1.108,298413,298448,49975,49980,ref-sifre-d.306.4.58,ref-sifre-d.306.4.65,יפתח ה' לך את אוצרו הטוב את השמים ,יפתח ה' לך את אוצרו הטוב את השמים ,8,8,446,1218,0.0,0.0
1219,ref-sifre-n.43.1.101-ref-sifre-n.43.1.108,ref-sifre-d.306.6.24-ref-sifre-d.306.6.31,73111,73146,10672,10677,ref-sifre-n.43.1.101,ref-sifre-n.43.1.108,298962,298997,50055,50060,ref-sifre-d.306.6.24,ref-sifre-d.306.6.31,יפתח ה' לך את אוצרו הטוב את השמים ,יפתח ה' לך את אוצרו הטוב את השמים ,8,8,447,1219,0.0,0.0
