,baseOrig,compOrig,baseCharStart,baseCharEnd,baseWdStart,baseWdEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compWdStart,compWdEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,baseOrder,compOrder,lev,jac,lcsseq
368,ref-bible.0105.12.3.7-ref-bible.0105.12.3.12,ref-sifre-d.61.6.20-ref-sifre-d.61.6.23,365529,365571,61097,61102,ref-bible.105.12.3.7,ref-bible.105.12.3.12,107724,107749,18043,18046,ref-sifre-d.61.6.20,ref-sifre-d.61.6.23,ואשריהם תשרפון באש ופסילי אלהיהם תגדעון ,ואשריהם תשרפון באש גדעו ,6,4,368,474,0.4,0.4,0.4
370,ref-bible.0105.12.5.11-ref-bible.0105.12.6.1,ref-sifre-d.62.4.68-ref-sifre-d.63.1.3,365677,365723,61118,61125,ref-bible.105.12.5.11,ref-bible.105.12.6.1,110654,110740,18519,18532,ref-sifre-d.62.4.68,ref-sifre-d.63.1.3,לשום את שמו שם לשכנו תדרשו ובאת שמה והבאתם ,לשום את שמו שם לשכנו תדרשו במקדש אתה אומר בכתבו ובמדינה בכנויו ובאת שמה והבאתם ,9,15,370,483,0.45569620253164556,0.45569620253164556,0.45569620253164556
372,ref-bible.0105.12.7.7-ref-bible.0105.12.8.6,ref-sifre-d.64.3.1-ref-sifre-d.65.1.6,365851,365926,61143,61155,ref-bible.105.12.7.7,ref-bible.105.12.8.6,112121,112262,18764,18790,ref-sifre-d.64.3.1,ref-sifre-d.65.1.6,בכל משלח ידכם אתם ובתיכם אשר ברכך יהוה אלהיך לא תעשון ככל אשר אנחנו עשים ,בכל משלח ידכם בכל מה שאתם שולחים את ידכם ברכה אשלח בו אתם ובתיכם זו אשתו אשר ברכך ה' א להיך לפי הברכה הבא לא תעשון ככל אשר אנחנו עושים ,15,30,372,492,0.4962962962962963,0.45925925925925926,0.48148148148148145
373,ref-bible.0105.12.9.1-ref-bible.0105.12.9.9,ref-sifre-d.2.2.64-ref-sifre-d.2.2.72,365957,365997,61162,61168,ref-bible.105.12.9.1,ref-bible.105.12.9.9,6552,6592,1093,1099,ref-sifre-d.2.2.64,ref-sifre-d.2.2.72,כי לא באתם עד עתה אל המנוחה ואל הנחלה ,כי לא באתם עד עתה אל המנוחה ואל הנחלה ,9,9,373,25,0.0,0.0,0.0
374,ref-bible.0105.12.10.9-ref-bible.0105.12.11.1,ref-sifre-d.67.3.20-ref-sifre-d.67.3.27,366068,366126,61177,61186,ref-bible.105.12.10.9,ref-bible.105.12.11.1,113567,113612,19008,19015,ref-sifre-d.67.3.20,ref-sifre-d.67.3.27,מנחיל אתכם והניח לכם מכל איביכם מסביב וישבתם בטח והיה ,מנחיל אתכם והניח לכם וגו' וישבתם בטח והיה ,10,8,374,496,0.2962962962962963,0.3448275862068966,0.2962962962962963
375,ref-bible.0105.12.12.5-ref-bible.0105.12.12.12,ref-sifre-d.69.3.1-ref-sifre-d.69.4.3,366302,366361,61207,61214,ref-bible.105.12.12.5,ref-bible.105.12.12.12,114490,114566,19159,19169,ref-sifre-d.69.3.1,ref-sifre-d.69.4.3,אתם ובניכם ובנתיכם ועבדיכם ואמהתיכם והלוי אשר בשעריכם ,אתם ובניכם ובנותיכם ועבדיכם ואמהותיכם חביב חביב קודם והלוי אשר בשעריכם ,8,11,375,501,0.23943661971830985,0.23943661971830987,0.23943661971830985
376,ref-bible.0105.12.12.5-ref-bible.0105.12.12.12,ref-sifre-d.74.4.1-ref-sifre-d.74.5.3,366302,366361,61207,61214,ref-bible.105.12.12.5,ref-bible.105.12.12.12,120146,120209,20037,20047,ref-sifre-d.74.4.1,ref-sifre-d.74.5.3,אתם ובניכם ובנתיכם ועבדיכם ואמהתיכם והלוי אשר בשעריכם ,אתה ובנך ובתך ועבדך ואמתך חביב חביב קודם והלוי אשר בשעריך ,8,11,376,517,0.4827586206896552,0.4225352112676056,0.3275862068965517
377,ref-bible.0105.12.12.5-ref-bible.0105.12.12.12,ref-sifre-d.141.3.1-ref-sifre-d.141.3.8,366302,366361,61207,61214,ref-bible.105.12.12.5,ref-bible.105.12.12.12,172745,172793,28882,28889,ref-sifre-d.141.3.1,ref-sifre-d.141.3.8,אתם ובניכם ובנתיכם ועבדיכם ואמהתיכם והלוי אשר בשעריכם ,אתה ובנך ובתך ועבדך ואמתך והלוי אשר בשעריך ,8,8,377,689,0.3148148148148148,0.35593220338983056,0.3148148148148148
378,ref-bible.0105.12.14.1-ref-bible.0105.12.14.15,ref-sifre-d.70.5.1-ref-sifre-d.70.5.24,366429,366507,61226,61236,ref-bible.105.12.14.1,ref-bible.105.12.14.15,115014,115132,19240,19256,ref-sifre-d.70.5.1,ref-sifre-d.70.5.24,כי אם במקום אשר יבחר יהוה באחד שבטיך שם תעלה עלתיך ושם תעשה כל אשר אנכי מצוך ,"כי אם אל המקום אשר יבחר ה' באחד שבטיך שם תעלה עולותיך אין לי אלא עולות שאר קרבנות מנין ת""ל ושם תעשה כל אשר אנכי מצוך ",17,26,378,505,0.39316239316239315,0.3418803418803419,0.37606837606837606
379,ref-bible.0105.12.16.1-ref-bible.0105.12.17.1,ref-sifre-d.71.14.4-ref-sifre-d.71.15.4,366615,366656,61255,61262,ref-bible.105.12.16.1,ref-bible.105.12.17.1,117012,117082,19584,19596,ref-sifre-d.71.14.4,ref-sifre-d.71.15.4,רק הדם לא תאכלו על הארץ תשפכנו כמים לא ,רק הדם לא תאכלו לאו אחד יש בו ואין בו שני לאוין על הארץ תשפכנו ולא ,9,16,379,508,0.5522388059701493,0.48571428571428577,0.4925373134328358
380,ref-bible.0105.12.17.1-ref-bible.0105.12.17.8,ref-sifre-d.72.5.20-ref-sifre-d.72.5.27,366654,366700,61262,61269,ref-bible.105.12.17.1,ref-bible.105.12.17.8,117645,117691,19693,19700,ref-sifre-d.72.5.20,ref-sifre-d.72.5.27,לא תוכל לאכל בשעריך מעשר דגנך ותירשך ויצהרך ,לא תוכל לאכול בשעריך מעשר דגנך תירושך ויצהרך ,8,8,380,512,0.06666666666666667,0.022222222222222254,0.044444444444444446
381,ref-bible.0105.12.17.1-ref-bible.0105.12.17.8,ref-sifre-d.147.2.18-ref-sifre-d.147.2.25,366654,366700,61262,61269,ref-bible.105.12.17.1,ref-bible.105.12.17.8,176860,176906,29552,29559,ref-sifre-d.147.2.18,ref-sifre-d.147.2.25,לא תוכל לאכל בשעריך מעשר דגנך ותירשך ויצהרך ,לא תוכל לאכול בשעריך מעשר דגנך תירושך ויצהרך ,8,8,381,713,0.06666666666666667,0.022222222222222254,0.044444444444444446
382,ref-bible.0105.12.17.12-ref-bible.0105.12.17.16,ref-sifre-d.65.5.1-ref-sifre-d.65.5.12,366720,366747,61273,61277,ref-bible.105.12.17.12,ref-bible.105.12.17.16,112730,112795,18861,18872,ref-sifre-d.65.5.1,ref-sifre-d.65.5.12,וכל נדריך אשר תדר ונדבתיך ,כל הישר בעיניו כל הנידר ונידב קרב בבמת יחיד וכל שאינו נידר ,5,12,382,493,0.7288135593220338,0.6290322580645161,0.6949152542372882
383,ref-bible.0105.12.18.13-ref-bible.0105.12.18.17,ref-sifre-d.138.2.1-ref-sifre-d.138.2.5,366818,366847,61286,61290,ref-bible.105.12.18.13,ref-bible.105.12.18.17,170678,170707,28546,28550,ref-sifre-d.138.2.1,ref-sifre-d.138.2.5,אתה ובנך ובתך ועבדך ואמתך ,אתה ובנך ובתך ועבדך ואמתך ,5,5,383,682,0.0,0.0,0.0
384,ref-bible.0105.12.18.13-ref-bible.0105.12.18.20,ref-sifre-d.69.3.1-ref-sifre-d.69.4.3,366818,366866,61286,61293,ref-bible.105.12.18.13,ref-bible.105.12.18.20,114490,114566,19159,19169,ref-sifre-d.69.3.1,ref-sifre-d.69.4.3,אתה ובנך ובתך ועבדך ואמתך והלוי אשר בשעריך ,אתם ובניכם ובנותיכם ועבדיכם ואמהותיכם חביב חביב קודם והלוי אשר בשעריכם ,8,11,384,502,0.4788732394366197,0.5,0.4788732394366197
385,ref-bible.0105.12.18.13-ref-bible.0105.12.18.20,ref-sifre-d.74.4.1-ref-sifre-d.74.5.3,366818,366866,61286,61293,ref-bible.105.12.18.13,ref-bible.105.12.18.20,120146,120209,20037,20047,ref-sifre-d.74.4.1,ref-sifre-d.74.5.3,אתה ובנך ובתך ועבדך ואמתך והלוי אשר בשעריך ,אתה ובנך ובתך ועבדך ואמתך חביב חביב קודם והלוי אשר בשעריך ,8,11,385,518,0.25862068965517243,0.2586206896551724,0.25862068965517243
386,ref-bible.0105.12.18.13-ref-bible.0105.12.18.20,ref-sifre-d.141.3.1-ref-sifre-d.141.3.8,366818,366866,61286,61293,ref-bible.105.12.18.13,ref-bible.105.12.18.20,172745,172793,28882,28889,ref-sifre-d.141.3.1,ref-sifre-d.141.3.8,אתה ובנך ובתך ועבדך ואמתך והלוי אשר בשעריך ,אתה ובנך ובתך ועבדך ואמתך והלוי אשר בשעריך ,8,8,386,690,0.0,0.0,0.0
387,ref-bible.0105.12.19.4-ref-bible.0105.12.20.9,ref-sifre-d.74.8.2-ref-sifre-d.75.2.3,366914,366985,61300,61312,ref-bible.105.12.19.4,ref-bible.105.12.20.9,120344,120495,20070,20092,ref-sifre-d.74.8.2,ref-sifre-d.75.2.3,תעזב את הלוי כל ימיך על אדמתך כי ירחיב יהוה אלהיך את גבולך כאשר דבר לך ,תעזוב את הלוי כל ימיך אפילו שמיטים ויובלות על אדמתך ולא בגולה כי ירחיב ה' אלהיך את גבולך עשה מצוה האמורה בענין שבשכרה ירחיב ה' את גבולך כאשר דבר לך ,16,30,387,520,0.5337837837837838,0.5202702702702703,0.5337837837837838
388,ref-bible.0105.12.20.10-ref-bible.0105.12.20.17,ref-sifre-d.75.4.1-ref-sifre-d.75.4.8,366986,367023,61313,61320,ref-bible.105.12.20.10,ref-bible.105.12.20.17,120626,120664,20120,20127,ref-sifre-d.75.4.1,ref-sifre-d.75.4.8,ואמרת אכלה בשר כי תאוה נפשך לאכל בשר ,ואמרת אוכלה בשר כי תאוה נפשך לאכל בשר ,8,8,388,522,0.02631578947368421,0.02631578947368418,0.02631578947368421
389,ref-bible.0105.12.22.9-ref-bible.0105.12.22.13,ref-sifre-d.71.7.2-ref-sifre-d.71.7.13,367213,367245,61352,61356,ref-bible.105.12.22.9,ref-bible.105.12.22.13,116246,116308,19454,19463,ref-sifre-d.71.7.2,ref-sifre-d.71.7.13,תאכלנו הטמא והטהור יחדו יאכלנו ,"יאכלנו אין לי אלא טמא טהור מנין ת""ל יאכלנו הטמא והטהור יחדיו ",5,12,389,506,0.639344262295082,0.4918032786885246,0.5901639344262295
391,ref-bible.0105.12.23.1-ref-bible.0105.12.23.7,ref-sifre-d.76.2.21-ref-sifre-d.76.2.27,367246,367276,61357,61363,ref-bible.105.12.23.1,ref-bible.105.12.23.7,122531,122560,20461,20467,ref-sifre-d.76.2.21,ref-sifre-d.76.2.27,רק חזק לבלתי אכל הדם כי הדם ,רק חזק לבלתי אכול הדם מה דם ,7,7,391,523,0.14285714285714285,0.1333333333333333,0.10714285714285714
392,ref-bible.0105.12.23.1-ref-bible.0105.12.23.7,ref-sifre-d.76.9.7-ref-sifre-d.76.9.13,367246,367276,61357,61363,ref-bible.105.12.23.1,ref-bible.105.12.23.7,124086,124115,20722,20728,ref-sifre-d.76.9.7,ref-sifre-d.76.9.13,רק חזק לבלתי אכל הדם כי הדם ,רק חזק לבלתי אכול הדם מה דם ,7,7,392,525,0.14285714285714285,0.1333333333333333,0.10714285714285714
393,ref-bible.0105.12.23.6-ref-bible.0105.12.24.1,ref-sifre-d.76.4.1-ref-sifre-d.76.5.10,367269,367314,61362,61371,ref-bible.105.12.23.6,ref-bible.105.12.24.1,123051,123127,20552,20566,ref-sifre-d.76.4.1,ref-sifre-d.76.5.10,כי הדם הוא הנפש ולא תאכל הנפש עם הבשר לא ,כי הדם הוא הנפש להגיד מה גרם ולא תאכל הנפש עם הבשר זה אבר מן החי והלא ,10,17,393,524,0.4142857142857143,0.41428571428571426,0.4142857142857143
394,ref-bible.0105.12.23.7-ref-bible.0105.12.25.1,ref-sifre-d.71.14.5-ref-sifre-d.71.15.4,367272,367346,61363,61376,ref-bible.105.12.23.7,ref-bible.105.12.25.1,117015,117082,19585,19596,ref-sifre-d.71.14.5,ref-sifre-d.71.15.4,הדם הוא הנפש ולא תאכל הנפש עם הבשר לא תאכלנו על הארץ תשפכנו כמים לא ,הדם לא תאכלו לאו אחד יש בו ואין בו שני לאוין על הארץ תשפכנו ולא ,15,15,394,509,0.5147058823529411,0.37037037037037035,0.4117647058823529
395,ref-bible.0105.12.27.1-ref-bible.0105.12.27.11,ref-sifre-d.78.6.17-ref-sifre-d.78.6.23,367468,367527,61395,61403,ref-bible.105.12.27.1,ref-bible.105.12.27.11,125797,125839,21010,21016,ref-sifre-d.78.6.17,ref-sifre-d.78.6.23,ועשית עלתיך הבשר והדם על מזבח יהוה אלהיך ודם זבחיך ישפך ,ועשית עולותיך הבשר והדם ודם זבחיך ישפך ,11,7,395,526,0.375,0.33333333333333337,0.3392857142857143
396,ref-bible.0105.12.27.1-ref-bible.0105.12.27.11,ref-sifre-d.78.7.13-ref-sifre-d.78.7.19,367468,367527,61395,61403,ref-bible.105.12.27.1,ref-bible.105.12.27.11,125912,125954,21029,21035,ref-sifre-d.78.7.13,ref-sifre-d.78.7.19,ועשית עלתיך הבשר והדם על מזבח יהוה אלהיך ודם זבחיך ישפך ,ועשית עולותיך הבשר והדם ודם זבחיך ישפך ,11,7,396,527,0.375,0.33333333333333337,0.3392857142857143
397,ref-bible.0105.12.29.11-ref-bible.0105.12.29.17,ref-sifre-d.80.2.10-ref-sifre-d.80.3.5,367720,367760,61426,61432,ref-bible.105.12.29.11,ref-bible.105.12.29.17,127183,127256,21241,21252,ref-sifre-d.80.2.10,ref-sifre-d.80.3.5,לרשת אותם מפניך וירשת אתם וישבת בארצם ,לרשת אותם מפניך בשכר שתבוא ותירש תירש שנאמר וירשת אותם וישבת בארצם ,7,12,397,535,0.43283582089552236,0.4328358208955224,0.43283582089552236
399,ref-bible.0105.12.30.4-ref-bible.0105.12.30.8,ref-sifre-d.81.2.17-ref-sifre-d.81.3.3,367772,367801,61434,61438,ref-bible.105.12.30.4,ref-bible.105.12.30.8,128160,128184,21392,21395,ref-sifre-d.81.2.17,ref-sifre-d.81.3.3,תנקש אחריהם אחרי השמדם מפניך ,למוקש אחרי השמדם מפניך ,5,4,399,542,0.3448275862068966,0.375,0.3103448275862069
400,ref-bible.0105.12.30.6-ref-bible.0105.12.30.12,ref-sifre-d.81.3.13-ref-sifre-d.81.4.4,367784,367825,61436,61442,ref-bible.105.12.30.6,ref-bible.105.12.30.12,128237,128291,21403,21410,ref-sifre-d.81.3.13,ref-sifre-d.81.4.4,אחרי השמדם מפניך ופן תדרש לאלהיהם לאמר ,אחרים וישמידוך וישמדו מפניך ופן תדרוש לאלהיהם לאמר ,7,8,400,543,0.27450980392156865,0.2692307692307693,0.27450980392156865
401,ref-bible.0105.13.1.8-ref-bible.0105.13.1.16,ref-sifre-d.82.2.1-ref-sifre-d.82.3.6,368016,368058,61470,61478,ref-bible.105.13.1.8,ref-bible.105.13.1.16,129167,129271,21555,21570,ref-sifre-d.82.2.1,ref-sifre-d.82.3.6,אתו תשמרו לעשות לא תסף עליו ולא תגרע ממנו ,אותו תשמרו לעשות ר' אליעזר בן יעקב אומר ליתן לא תעשה על כל עשה האמור בפרשה לא תוסף עליו ולא תגרע ממנו ,9,22,401,544,0.5882352941176471,0.5882352941176471,0.5882352941176471
402,ref-bible.0105.13.1.11-ref-bible.0105.13.2.7,ref-sifre-d.82.5.26-ref-sifre-d.83.1.7,368032,368089,61473,61485,ref-bible.105.13.1.11,ref-bible.105.13.2.7,129616,129660,21633,21642,ref-sifre-d.82.5.26,ref-sifre-d.83.1.7,לא תסף עליו ולא תגרע ממנו כי יקום בקרבך נביא או חלם חלום ,לא תוסף עליו כי יקום בקרבך נביא או חולם חלום ,13,10,402,546,0.2807017543859649,0.21052631578947367,0.24561403508771928
403,ref-bible.0105.13.2.4-ref-bible.0105.13.2.10,ref-sifre-d.83.2.14-ref-sifre-d.83.4.3,368073,368104,61482,61488,ref-bible.105.13.2.4,ref-bible.105.13.2.10,130006,130074,21712,21723,ref-sifre-d.83.2.14,ref-sifre-d.83.4.3,נביא או חלם חלום ונתן אליך אות ,הנביאים כך תלמוד לומר או חולם חלום בקרבך לרבות האשה ונתן אליך אות ,7,13,403,547,0.5303030303030303,0.5303030303030303,0.5303030303030303
404,ref-bible.0105.13.3.1-ref-bible.0105.13.3.7,ref-sifre-d.84.1.1-ref-sifre-d.84.1.7,368113,368149,61491,61497,ref-bible.105.13.3.1,ref-bible.105.13.3.7,130204,130240,21744,21750,ref-sifre-d.84.1.1,ref-sifre-d.84.1.7,ובא האות והמופת אשר דבר אליך לאמר ,ובא האות והמופת אשר דבר אליך לאמר ,7,7,404,550,0.0,0.0,0.0
405,ref-bible.0105.13.4.1-ref-bible.0105.13.6.13,ref-sifre-d.84.3.1-ref-sifre-d.86.3.7,368193,368479,61503,61554,ref-bible.105.13.4.1,ref-bible.105.13.6.13,130621,131056,21811,21885,ref-sifre-d.84.3.1,ref-sifre-d.86.3.7,לא תשמע אל דברי הנביא ההוא או אל חולם החלום ההוא כי מנסה יהוה אלהיכם אתכם לדעת הישכם אהבים את יהוה אלהיכם בכל לבבכם ובכל נפשכם אחרי יהוה אלהיכם תלכו ואתו תיראו ואת מצותיו תשמרו ובקלו תשמעו ואתו תעבדו ובו תדבקון והנביא ההוא או חלם החלום ההוא יומת כי דבר סרה על יהוה אלהיכם ,לא תשמע אל דברי הנביא ההוא ולא תחזור בו או אל חולם החלום ההוא ולא חשוד למפרע כי מנסה ה' אלהיכם אתכם לדעת הישכם אוהבים וגו' אחרי ה' אלהיכם תלכו זה זו מצות עשה ואותו תיראו שיהא מוראו עליכם ואת מצותיו תשמורו זו מצות לא תעשה ובקולו תשמעו ולא בקול נביאיו ואותו תעבודו בתורתו עבדהו ובמקדשו ובו תדבקון הפרישו עצמכם מעבודה זרה ודבקו במקום והנביא ההוא ולא אנוס או חולם החלום ההוא ולא מוטעה יומת כי דבר סרה על ה' אלהיכם ,54,81,405,552,0.47560975609756095,0.3486682808716707,0.43902439024390244
406,ref-bible.0105.13.4.13-ref-bible.0105.13.4.19,ref-sifre-d.84.1.40-ref-sifre-d.84.1.46,368249,368287,61515,61521,ref-bible.105.13.4.13,ref-bible.105.13.4.19,130404,130441,21777,21783,ref-sifre-d.84.1.40,ref-sifre-d.84.1.46,מנסה יהוה אלהיכם אתכם לדעת הישכם אהבים ,מנסה ה' אלהיכם אתכם לדעת הישכם אוהבים ,7,7,406,551,0.10256410256410256,0.07499999999999996,0.07692307692307693
407,ref-bible.0105.13.6.14-ref-bible.0105.13.6.21,ref-sifre-d.86.4.10-ref-sifre-d.86.6.1,368480,368529,61555,61560,ref-bible.105.13.6.14,ref-bible.105.13.6.21,131190,131296,21905,21922,ref-sifre-d.86.4.10,ref-sifre-d.86.6.1,המוציא אתכם מארץ מצרים והפדך מבית עבדים להדיחך ,שהוציאך מבית עבדים מארץ מצרים די והפודך מבית עבדים אפילו אין לו עליך אלא שפדאך מבית עבדים די להדיחך ,8,19,407,553,0.57,0.5445544554455446,0.56
408,ref-bible.0105.13.7.3-ref-bible.0105.13.7.18,ref-sifre-d.87.4.3-ref-sifre-d.87.12.2,368591,368657,61568,61583,ref-bible.105.13.7.3,ref-bible.105.13.7.18,131894,132045,22032,22065,ref-sifre-d.87.4.3,ref-sifre-d.87.12.2,אחיך בן אמך או בנך או בתך או אשת חיקך או רעך אשר כנפשך בסתר לאמר ,אחיך מאביך בן אמך זה בן אמך או בנך זה בנך מכל מקום או בתך זה בתך מכל מקום או אשת זו ארוסה חיקך זו נשואה או רעך זה הגר אשר כנפשך זה אביך בסתר לאמר ,16,36,408,560,0.5547945205479452,0.5547945205479452,0.5547945205479452
409,ref-bible.0105.13.8.1-ref-bible.0105.13.9.6,ref-sifre-d.88.1.1-ref-sifre-d.89.1.6,368707,368814,61590,61608,ref-bible.105.13.8.1,ref-bible.105.13.9.6,132414,132588,22119,22145,ref-sifre-d.88.1.1,ref-sifre-d.89.1.6,מאלהי העמים אשר סביבתיכם הקרבים אליך או הרחקים ממך מקצה הארץ ועד קצה הארץ לא תאבה לו ולא תשמע אליו ,מאלהי העמים אשר סביבותיכם הקרובים וגו' מהקרובים אתה יודע מה הן הרחוקים מקצה הארץ ועד קצה הארץ אלו חמה ולבנה שמהלכים מסוף העולם ועד סופו לא תאבה לו ולא תשמע אליו ,20,31,409,562,0.453416149068323,0.4049079754601227,0.42857142857142855
