,baseOrig,compOrig,baseCharStart,baseCharEnd,baseWdStart,baseWdEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compWdStart,compWdEnd,compRefStart,compRefEnd,baseStr,compStr,baseWork
87,ref-mek.1.16.1.44-ref-mek.1.16.1.49,ref-sifra.10.08-13.14.21-ref-sifra.10.08-13.14.26,57112,57141,8921,8926,ref-mek.1.16.1.44,ref-mek.1.16.1.49,480871,480900,73214,73219,ref-sifra.10.8-13.14.21,ref-sifra.10.8-13.14.26,פרט כלל ופרט אין בכלל אלא מה ,פרט כלל ופרט אין בכלל אלא מה ,ref-mek
88,ref-mek.1.16.1.44-ref-mek.1.16.1.49,ref-sifra.10.08-13.14.95-ref-sifra.10.08-13.14.100,57112,57141,8921,8926,ref-mek.1.16.1.44,ref-mek.1.16.1.49,481238,481267,73281,73286,ref-sifra.10.8-13.14.95,ref-sifra.10.8-13.14.100,פרט כלל ופרט אין בכלל אלא מה ,פרט כלל ופרט אין בכלל אלא מה ,ref-mek
89,ref-mek.1.16.1.44-ref-mek.1.16.1.49,ref-sifra.10.08-13.14.103-ref-sifra.10.08-13.14.108,57112,57141,8921,8926,ref-mek.1.16.1.44,ref-mek.1.16.1.49,481275,481304,73288,73293,ref-sifra.10.8-13.14.103,ref-sifra.10.8-13.14.108,פרט כלל ופרט אין בכלל אלא מה ,פרט כלל ופרט אין בכלל אלא מה ,ref-mek
90,ref-mek.1.16.1.44-ref-mek.1.16.1.49,ref-sifra.10.08-13.14.121-ref-sifra.10.08-13.14.126,57112,57141,8921,8926,ref-mek.1.16.1.44,ref-mek.1.16.1.49,481354,481383,73297,73302,ref-sifra.10.8-13.14.121,ref-sifra.10.8-13.14.126,פרט כלל ופרט אין בכלל אלא מה ,פרט כלל ופרט אין בכלל אלא מה ,ref-mek
91,ref-mek.1.16.1.44-ref-mek.1.16.1.49,ref-sifra.1.7.11-ref-sifra.1.7.16,57112,57141,8921,8926,ref-mek.1.16.1.44,ref-mek.1.16.1.49,1644,1674,270,275,ref-sifra.1.7.11,ref-sifra.1.7.16,פרט כלל ופרט אין בכלל אלא מה ,פרט כלל ופרט' אין בכלל אלא מה ,ref-sifra
92,ref-mek.1.16.1.44-ref-mek.1.16.1.49,ref-sifra.10.08-13.14.21-ref-sifra.10.08-13.14.26,57112,57141,8921,8926,ref-mek.1.16.1.44,ref-mek.1.16.1.49,480871,480900,73214,73219,ref-sifra.10.8-13.14.21,ref-sifra.10.8-13.14.26,פרט כלל ופרט אין בכלל אלא מה ,פרט כלל ופרט אין בכלל אלא מה ,ref-sifra
93,ref-mek.1.16.1.44-ref-mek.1.16.1.49,ref-sifra.10.08-13.14.95-ref-sifra.10.08-13.14.100,57112,57141,8921,8926,ref-mek.1.16.1.44,ref-mek.1.16.1.49,481238,481267,73281,73286,ref-sifra.10.8-13.14.95,ref-sifra.10.8-13.14.100,פרט כלל ופרט אין בכלל אלא מה ,פרט כלל ופרט אין בכלל אלא מה ,ref-sifra
94,ref-mek.1.16.2.35-ref-mek.1.16.2.53,ref-sifra.12.13-18.7.1-ref-sifra.12.13-18.7.18,57748,57833,9020,9033,ref-mek.1.16.2.35,ref-mek.1.16.2.53,606148,606240,92093,92106,ref-sifra.12.13-18.7.1,ref-sifra.12.13-18.7.18,זכרים מנין_הרי_אתה_דן_נאמר_כאן אז ונאמר להלן אז מה להלן מילת זכרים אף כאן מילת זכרים ,לאזכרה ר'_שמעון_אומר_נאמר_כאן אזכרה ונאמר להלן אזכרה מה אזכרה אמורה להלן מלא הקומץ אף כאן ,ref-mek
95,ref-mek.1.16.2.35-ref-mek.1.16.2.56,ref-sifra.12.13-18.7.1-ref-sifra.12.13-18.7.18,57748,57844,9020,9036,ref-mek.1.16.2.35,ref-mek.1.16.2.56,606148,606240,92093,92106,ref-sifra.12.13-18.7.1,ref-sifra.12.13-18.7.18,זכרים מנין_הרי_אתה_דן_נאמר_כאן אז ונאמר להלן אז מה להלן מילת זכרים אף כאן מילת זכרים אי מה להלן ,לאזכרה ר'_שמעון_אומר_נאמר_כאן אזכרה ונאמר להלן אזכרה מה אזכרה אמורה להלן מלא הקומץ אף כאן ,ref-sifra
96,ref-mek.1.16.2.43-ref-mek.1.16.2.56,ref-sifra.2.07-00.5.14-ref-sifra.2.07-00.5.31,57782,57844,9023,9036,ref-mek.1.16.2.43,ref-mek.1.16.2.56,40905,41002,6162,6179,ref-sifra.2.7-00.5.14,ref-sifra.2.7-00.5.31,ונאמר להלן אז מה להלן מילת זכרים אף כאן מילת זכרים אי מה להלן ,ונאמר להלן מליקה מה מליקה האמורה להלן ממול העורף אף כאן ממול העורף אי מה מליקה האמורה להלן ,ref-mek
97,ref-mek.1.16.2.43-ref-mek.1.16.2.56,ref-sifra.2.07-00.5.14-ref-sifra.2.07-00.5.31,57782,57844,9023,9036,ref-mek.1.16.2.43,ref-mek.1.16.2.56,40905,41002,6162,6179,ref-sifra.2.7-00.5.14,ref-sifra.2.7-00.5.31,ונאמר להלן אז מה להלן מילת זכרים אף כאן מילת זכרים אי מה להלן ,ונאמר להלן מליקה מה מליקה האמורה להלן ממול העורף אף כאן ממול העורף אי מה מליקה האמורה להלן ,ref-sifra
