lemma,pointer_in_volume,provenance
 אביןAbbin,Vol-2-S-H_M-Semitic-Hebrew-Males-Abbin-26,[Palestine?] 
 אביןAbbin,Vol-2-S-H_M-Semitic-Hebrew-Males-Abbin-27,[Palestine?] 
 אביןAbbin,Vol-2-S-H_M-Semitic-Hebrew-Males-Abbin-28,[Palestine?] 
 אביןAbbin,Vol-2-S-H_M-Semitic-Hebrew-Males-Abbin-29,[Palestine?] 
 אביןAbbin,Vol-2-S-H_M-Semitic-Hebrew-Males-Abbin-30,[Palestine?] 
 אביןAbbin,Vol-2-S-H_M-Semitic-Hebrew-Males-Abbin-31,[Palestine?] 
 אביןAbbin,Vol-2-S-H_M-Semitic-Hebrew-Males-Abbin-32,[Palestine?] 
 אביןAbbin,Vol-2-Vol-1-ADD-P_M-Persian-Males-Abbin-1,[Palestine?] 
 אביןAbbin,Vol-2-Vol-4-ADD-S-G_M-Semitic-Hebrew-Males-Abbin-1,– 
 אביןAbbin,Vol-2-Vol-4-ADD-S-H_M-Semitic-Hebrew-Males-Abbin-1,Babylonia 
 אביןAbbin,Vol-4-S-H_M-Semitic-Hebrew-Males-Abbin-1,Babylonia 
 אביןAbbin,Vol-4-S-H_M-Semitic-Hebrew-Males-Abbin-2,Babylonia 
 אביןAbbin,Vol-4-S-H_M-Semitic-Hebrew-Males-Abbin-3,Babylonia 
 אביןAbbin,Vol-4-S-H_M-Semitic-Hebrew-Males-Abbin-4,Babylonia 
 אביןAbbin,Vol-4-S-H_M-Semitic-Hebrew-Males-Abbin-5,Babylonia 
 אביןAbbin,Vol-4-S-H_M-Semitic-Hebrew-Males-Abbin-6,Babylonia 
 אביןAbbin,Vol-4-S-H_M-Semitic-Hebrew-Males-Abbin-7,Babylonia 
 אביןAbbin,Vol-4-S-H_M-Semitic-Hebrew-Males-Abbin-8,Babylonia 
 אביןAbbin,Vol-4-S-H_M-Semitic-Hebrew-Males-Abbin-9,Babylonia 
 אביןAbbin,Vol-4-S-H_M-Semitic-Hebrew-Males-Abbin-10,Babylonia 
 אביןAbbin,Vol-4-S-H_M-Semitic-Hebrew-Males-Abbin-11,Babylonia 
 אביןAbbin,Vol-4-S-H_M-Semitic-Hebrew-Males-Abbin-12,Babylonia 
 אביןAbbin,Vol-4-S-H_M-Semitic-Hebrew-Males-Abbin-13,Babylonia 
 אביןAbbin,Vol-4-S-H_M-Semitic-Hebrew-Males-Abbin-14,Babylonia 
 אביןAbbin,Vol-4-S-H_M-Semitic-Hebrew-Males-Abbin-15,Babylonia 
 אביןAbbin,Vol-4-S-H_M-Semitic-Hebrew-Males-Abbin-16,Babylonia 
 אביןAbbin,Vol-4-S-H_M-Semitic-Hebrew-Males-Abbin-17,Babylonia 
 אביןAbbin,Vol-4-S-H_M-Semitic-Hebrew-Males-Abbin-18,Babylonia 
 אביןAbbin,Vol-4-S-H_M-Semitic-Hebrew-Males-Abbin-19,Babylonia 
 אביןAbbin,Vol-4-S-H_M-Semitic-Hebrew-Males-Abbin-20,Babylonia 
 אביןAbbin,Vol-4-S-H_M-Semitic-Hebrew-Males-Abbin-21,Babylonia 
 אביןAbbin,Vol-4-S-H_M-Semitic-Hebrew-Males-Abbin-22,Babylonia 
 אביןAbbin,Vol-4-S-H_M-Semitic-Hebrew-Males-Abbin-23,Babylonia 
 אביןAbbin,Vol-4-S-H_M-Semitic-Hebrew-Males-Abbin-24,Babylonia 
 אביןAbbin,Vol-4-S-H_M-Semitic-Hebrew-Males-Abbin-25,Babylonia 
 אביןAbbin,Vol-4-S-H_M-Semitic-Hebrew-Males-Abbin-26,Babylonia 
 אביןAbbin,Vol-4-S-H_M-Semitic-Hebrew-Males-Abbin-27,Babylonia 
 אביןAbbin,Vol-4-S-H_M-Semitic-Hebrew-Males-Abbin-28,Babylonia 
 אביןAbbin,Vol-4-S-H_M-Semitic-Hebrew-Males-Abbin-29,Babylonia 
 אביןAbbin,Vol-4-S-H_M-Semitic-Hebrew-Males-Abbin-30,Babylonia 
 אביןAbbin,Vol-4-S-H_M-Semitic-Hebrew-Males-Abbin-31,Babylonia 
 אבמריAbbomari,Vol-2-S-H_M-Semitic-Hebrew-Males-Abbomari-1,[Palestine?] 
 אבמריAbbomari,Vol-2-S-H_M-Semitic-Hebrew-Males-Abbomari-2,[Palestine?] 
 אבמריAbbomari,Vol-2-S-H_M-Semitic-Hebrew-Males-Abbomari-3,[Palestine?] 
 אבמריAbbomari,Vol-2-S-H_M-Semitic-Hebrew-Males-Abbomari-4,[Palestine?] 
 אבומריAbbomari,Vol-4-S-H_M-Semitic-Hebrew-Males-Abbomari-1,Babylonia 
 عباسʿAbbās,Vol-4-A_M-Arabic-Males-ʿAbbās-1,Arab. Pen. 
 عباسʿAbbās,Vol-4-A_M-Arabic-Males-ʿAbbās-2,Palmyra 
 אבוהAbbuha,Vol-4-S-H_M-Semitic-Hebrew-Males-Abbuha-1,Babylonia 
 אבוהAbbuha,Vol-4-S-H_M-Semitic-Hebrew-Males-Abbuha-2,Babylonia 
 אבוהAbbuha,Vol-4-S-H_M-Semitic-Hebrew-Males-Abbuha-3,Babylonia 
 אבוהAbbuha,Vol-4-S-H_M-Semitic-Hebrew-Males-Abbuha-4,Babylonia 
 אבונאAbbuna,Vol-3-S-H_M-Semitic-Hebrew-Males-Abbuna-1,Rome 
 AbdaAbda,Vol-4-I_M-Iranian-Males-Abda-1,Babylonia 
 עבדיAbdai,Vol-2-B_M-Biblical-Males-Abdai-1,[Palestine?] 
 עבדיAbdai,Vol-2-B_M-Biblical-Males-Abdai-2,[Palestine?] 
 ̓Αβδάλα‘AbdAllah,Vol-2-S-G_M-Semitic-Greek-Males-‘AbdAllah-1,[Palestine?] 
 עבדאלAbdel,Vol-3-B_M-Biblical-Males-Abdel-1,Egypt 
 עבדיAbdi,Vol-1-B_M-Abdi-1,[Palestine?] 
 עבדיAbdi,Vol-1-B_M-Abdi-2,[Palestine?] 
 עבדיAbdi,Vol-1-B_M-Abdi-3,[Palestine?] 
 עבדיAbdi,Vol-3-B_M-Biblical-Males-Abdi-1,Egypt 
 עבדיAbdi,Vol-3-B_M-Biblical-Males-Abdi-2,Egypt 
 עבדיAbdi,Vol-3-B_M-Biblical-Males-Abdi-3,Egypt 
 עבדיAbdi,Vol-3-B_M-Biblical-Males-Abdi-4,Egypt 
 עבדיAbdi,Vol-3-B_M-Biblical-Males-Abdi-5,Egypt 
 עבדיAbdi,Vol-3-B_M-Biblical-Males-Abdi-6,Egypt 
 עבדיAbdi,Vol-3-B_M-Biblical-Males-Abdi-7,Egypt 
 עבדיAbdi,Vol-3-B_M-Biblical-Males-Abdi-8,Egypt 
 עבדיAbdi,Vol-3-B_M-Biblical-Males-Abdi-9,Egypt 
 עבדיAbdi,Vol-3-B_M-Biblical-Males-Abdi-10,Egypt 
 עבדיAbdi,Vol-3-B_M-Biblical-Males-Abdi-11,Egypt 
 עבדיAbdi,Vol-3-B_M-Biblical-Males-Abdi-12,Egypt 
 עבדיAbdi,Vol-3-B_M-Biblical-Males-Abdi-13,Egypt 
 עבדיAbdi,Vol-3-B_M-Biblical-Males-Abdi-14,Egypt 
 עבדיAbdi,Vol-3-B_M-Biblical-Males-Abdi-15,Egypt 
 עבדיAbdi,Vol-3-B_M-Biblical-Males-Abdi-16,Cyprus 
 עבדיʿAbdi,Vol-4-B_M-Biblical-Males-ʿAbdi-1,Arab. Pen. 
 עבדיʿAbdi,Vol-4-B_M-Biblical-Males-ʿAbdi-2,Babylonia 
 אבדימיAbdimi,Vol-2-S-H_M-Semitic-Hebrew-Males-Abdimi-1,[Palestine?] 
 אבדימיAbdimi,Vol-2-S-H_M-Semitic-Hebrew-Males-Abdimi-2,[Palestine?] 
 אבדימיAbdimi,Vol-2-S-H_M-Semitic-Hebrew-Males-Abdimi-3,[Palestine?] 
 אבדימיAbdimi,Vol-2-S-H_M-Semitic-Hebrew-Males-Abdimi-4,[Palestine?] 
 אבדימיAbdimi,Vol-2-S-H_M-Semitic-Hebrew-Males-Abdimi-5,[Palestine?] 
 אבדימיAbdimi,Vol-2-S-H_M-Semitic-Hebrew-Males-Abdimi-6,[Palestine?] 
 אבדימיAbdimi,Vol-2-S-H_M-Semitic-Hebrew-Males-Abdimi-7,[Palestine?] 
 אבדימיAbdimi,Vol-2-S-H_M-Semitic-Hebrew-Males-Abdimi-8,[Palestine?] 
 אבדימיAbdimi,Vol-2-S-H_M-Semitic-Hebrew-Males-Abdimi-9,[Palestine?] 
 אבדימיAbdimi,Vol-2-S-H_M-Semitic-Hebrew-Males-Abdimi-10,[Palestine?] 
 אבדימיAbdimi,Vol-2-S-H_M-Semitic-Hebrew-Males-Abdimi-11,[Palestine?] 
 אבדימיAbdimi,Vol-2-S-H_M-Semitic-Hebrew-Males-Abdimi-12,[Palestine?] 
 אבדימיAbdimi,Vol-2-S-H_M-Semitic-Hebrew-Males-Abdimi-13,[Palestine?] 
 אבדימיAbdimi,Vol-2-S-H_M-Semitic-Hebrew-Males-Abdimi-14,[Palestine?] 
 אבדימיAbdimi,Vol-4-S-H_M-Semitic-Hebrew-Males-Abdimi-1,Babylonia 
 אבדימיAbdimi,Vol-4-S-H_M-Semitic-Hebrew-Males-Abdimi-2,Babylonia 
 אבדימיAbdimi,Vol-4-S-H_M-Semitic-Hebrew-Males-Abdimi-3,Babylonia 
 אבדימיAbdimi,Vol-4-S-H_M-Semitic-Hebrew-Males-Abdimi-4,Babylonia 
 אבדימיAbdimi,Vol-4-S-H_M-Semitic-Hebrew-Males-Abdimi-5,Babylonia 
 אבדימיAbdimi,Vol-4-S-H_M-Semitic-Hebrew-Males-Abdimi-6,Babylonia 
 אבדימיAbdimi,Vol-4-S-H_M-Semitic-Hebrew-Males-Abdimi-7,Babylonia 
 אבדימיAbdimi,Vol-4-S-H_M-Semitic-Hebrew-Males-Abdimi-8,Babylonia 
 AbdocosAbdocos,Vol-3-S-G_M-Semitic-Greek-Males-Abdocos-1,Egypt 
 AbdocosAbdocos,Vol-3-S-G_M-Semitic-Greek-Males-Abdocos-2,Egypt 
 ̓ΑβδοάρθαςAbdoḥarta̓ΑβδοάρθαςAbdoḥarta,Vol-2-S-G_M-Semitic-Greek-Males-̓ΑβδοάρθαςAbdoḥarta-1,[Palestine?] 
 عبد اللهʿAbdullah,Vol-4-A_M-Arabic-Males-ʿAbdullah-1,Arab. Pen. 
 عبد اللهʿAbdullah,Vol-4-A_M-Arabic-Males-ʿAbdullah-2,Arab. Pen. 
 عبد اللهʿAbdullah,Vol-4-A_M-Arabic-Males-ʿAbdullah-3,Arab. Pen. 
 عبد اللهʿAbdullah,Vol-4-A_M-Arabic-Males-ʿAbdullah-4,Arab. Pen. 
 عبد اللهʿAbdullah,Vol-4-A_M-Arabic-Males-ʿAbdullah-5,Arab. Pen. 
 عبد اللهʿAbdullah,Vol-4-A_M-Arabic-Males-ʿAbdullah-6,Arab. Pen. 
 AbedeunisAbedeunis,Vol-3-S-G_F-Semitic-Greek-Females-Abedeunis-1,North Africa 
 אביAbi,Vol-4-B_F-Biblical-Females-Abi-1,Babylonia 
 אביהAbiah,Vol-1-B_M-Abiah-1,[Palestine?] 
 אביהAbiah,Vol-2-B_M-Biblical-Males-Abiah-1,[Palestine?] 
 אביהAbiah,Vol-3-B_M-Biblical-Males-Abiah-1,Egypt 
 אביהAbiah,Vol-4-B_M-Biblical-Males-Abiah-1,Babylonia? 
 אביטלAbiṭal,Vol-4-B_M-Biblical-Males-Abiṭal-1,Babylonia 
 אביתרAbiathar,Vol-1-B_M-Abiathar-1,[Palestine?] 
 אביתרAbiathar,Vol-2-B_M-Biblical-Males-Abiathar-1,[Palestine?] 
 אביתרAbiathar,Vol-2-B_M-Biblical-Males-Abiathar-2,[Palestine?] 
 אביתרAbiathar,Vol-4-B_M-Biblical-Males-Abiathar-1,Georgia 
 חביבאḤabiba,Vol-4-S-H_M-Semitic-Hebrew-Males-Ḥabiba-1,Babylonia 
 חביבאḤabiba,Vol-4-S-H_M-Semitic-Hebrew-Males-Ḥabiba-2,Babylonia 
 חביבאḤabiba,Vol-4-S-H_M-Semitic-Hebrew-Males-Ḥabiba-3,Babylonia 
 חביבאḤabiba,Vol-4-S-H_M-Semitic-Hebrew-Males-Ḥabiba-4,Babylonia 
 חביבאḤabiba,Vol-4-S-H_M-Semitic-Hebrew-Males-Ḥabiba-5,Arab. Pen. 
 חביבאḤabiba,Vol-4-S-H_M-Semitic-Hebrew-Males-Ḥabiba-6,Arab. Pen. 
 חביבאḤabiba,Vol-4-S-H_M-Semitic-Hebrew-Males-Ḥabiba-7,Arab. Pen. 
 חביבאḤabiba,Vol-4-S-H_M-Semitic-Hebrew-Males-Ḥabiba-8,Arab. Pen. 
 חביבאḤabiba,Vol-4-S-H_M-Semitic-Hebrew-Males-Ḥabiba-9,Arab. Pen. 
 חביבאḤabiba,Vol-4-S-H_M-Semitic-Hebrew-Males-Ḥabiba-10,Palmyra 
 חביבאḤabiba,Vol-4-S-H_M-Semitic-Hebrew-Males-Ḥabiba-11,Babylonia 
 אבידןAbidan,Vol-2-B_M-Biblical-Males-Abidan-1,[Palestine?] 
 אבידןAbidan,Vol-2-B_M-Biblical-Males-Abidan-2,[Palestine?] 
 אביאלAbiel,Vol-3-B_M-Biblical-Males-Abiel-1,Egypt 
 ΑβιητηςAbietes,Vol-1-S-G_M-Abietes-1,[Palestine?] 
 אביגילAbigael,Vol-1-B_F-Abigael-1,[Palestine?] 
 אביגילAbigail,Vol-3-B_F-Biblical-Females-Abigail-1,Egypt 
 אבימיAbimi,Vol-2-S-H_M-Semitic-Hebrew-Males-Abimi-1,[Palestine?] 
 אבימיAbimi,Vol-2-S-H_M-Semitic-Hebrew-Males-Abimi-2,[Palestine?] 
 אבימיAbimi,Vol-2-S-H_M-Semitic-Hebrew-Males-Abimi-3,[Palestine?] 
 אבימיAbimi,Vol-2-S-H_M-Semitic-Hebrew-Males-Abimi-4,[Palestine?] 
 אבימיAbimi,Vol-2-Vol-4-ADD-S-G_M-Semitic-Hebrew-Males-Abimi-1,– 
 אבימיAbimi,Vol-2-Vol-4-ADD-S-H_M-Semitic-Hebrew-Males-Abimi-1,Babylonia 
 אבימיAbimi,Vol-4-S-H_M-Semitic-Hebrew-Males-Abimi-1,Babylonia 
 אבימיAbimi,Vol-4-S-H_M-Semitic-Hebrew-Males-Abimi-2,Babylonia 
 אבימיAbimi,Vol-4-S-H_M-Semitic-Hebrew-Males-Abimi-3,Babylonia 
 אבימיAbimi,Vol-4-S-H_M-Semitic-Hebrew-Males-Abimi-4,Babylonia 
 אבימיAbimi,Vol-4-S-H_M-Semitic-Hebrew-Males-Abimi-5,Babylonia 
 אבימיAbimi,Vol-4-S-H_M-Semitic-Hebrew-Males-Abimi-6,Babylonia 
 אביןAbin,Vol-1-S-H_M-Abin-1,[Palestine?] 
 אביאורAbior,Vol-1-S-H_M-Abior-1,[Palestine?] 
 אביקהAbiqa,Vol-1-S-H_M-Abiqa-1,[Palestine?] 
 אבישגAbishag,Vol-2-Vol-1-ADD-B_F-Biblical-Females-Abishag-1,[Palestine?] 
 אביתיAbitai,Vol-3-S-H_M-Semitic-Hebrew-Males-Abitai-1,Egypt 
 אביתיAbitai,Vol-3-S-H_M-Semitic-Hebrew-Males-Abitai-2,Egypt 
 אביתיAbitai,Vol-3-S-H_M-Semitic-Hebrew-Males-Abitai-3,Egypt 
 אביתיAbitai,Vol-3-S-H_M-Semitic-Hebrew-Males-Abitai-4,Egypt 
 אביתיAbitai,Vol-3-S-H_M-Semitic-Hebrew-Males-Abitai-5,Egypt 
 אביתיAbitai,Vol-3-S-H_M-Semitic-Hebrew-Males-Abitai-6,Egypt 
 אביתיAbitai,Vol-3-S-H_M-Semitic-Hebrew-Males-Abitai-7,Egypt 
 אביתיAbitai,Vol-3-S-H_M-Semitic-Hebrew-Males-Abitai-8,Egypt 
 אביתיAbitai,Vol-3-S-H_M-Semitic-Hebrew-Males-Abitai-9,Egypt 
 אביתיAbitai,Vol-3-S-H_M-Semitic-Hebrew-Males-Abitai-10,Egypt 
 אביתיAbitai,Vol-3-S-H_M-Semitic-Hebrew-Males-Abitai-11,Egypt 
 אביתיAbitai,Vol-3-S-H_M-Semitic-Hebrew-Males-Abitai-12,Egypt 
 אביתיAbitai,Vol-3-S-H_M-Semitic-Hebrew-Males-Abitai-13,Egypt 
 אביתיAbitai,Vol-3-S-H_M-Semitic-Hebrew-Males-Abitai-14,Egypt 
 אביתיAbitai,Vol-3-S-H_M-Semitic-Hebrew-Males-Abitai-15,Egypt 
 אביתיAbitai,Vol-3-S-H_M-Semitic-Hebrew-Males-Abitai-16,Egypt 
 אביתיAbitai,Vol-3-S-H_M-Semitic-Hebrew-Males-Abitai-17,Egypt 
 אביתיAbitai,Vol-3-S-H_M-Semitic-Hebrew-Males-Abitai-18,Egypt 
 ŠabiyaDūχtŠabiyaDūχt,Vol-4-I_F-Iranian-Females-ŠabiyaDūχt-1,Babylonia 
 ابعليAbī‘lī,Vol-2-Vol-4-ADD-A_F-Arabic-Females-Abī‘lī-1,Arabia 
 ̓ΑβλάβιοςAblabius,Vol-3-G_M-Greek-Males-Ablabius-1,Rome 
 אבנאAbna,Vol-4-S-H_F-Semitic-Hebrew-Females-Abna-1,Palmyra 
 אבניאAbnaya,Vol-1-S-H_M-Abnaya-1,[Palestine?] 
 AbndadAbndad,Vol-4-I_M-Iranian-Males-Abndad-1,Babylonia 
 אבנרAbner,Vol-3-B_M-Biblical-Males-Abner-1,Italy 
 AbrōēAbrōē,Vol-4-I_F-Iranian-Females-Abrōē-1,Babylonia 
 אברהםAbraham,Vol-1-B_M-Abraham-1,[Palestine?] 
 אברהםAbraham,Vol-1-B_M-Abraham-2,[Palestine?] 
 אברהםAbraham,Vol-1-B_M-Abraham-3,[Palestine?] 
 אברהםAbraham,Vol-1-B_M-Abraham-4,[Palestine?] 
 אברהםAbraham,Vol-2-B_M-Biblical-Males-Abraham-1,[Palestine?] 
 אברהםAbraham,Vol-2-B_M-Biblical-Males-Abraham-2,[Palestine?] 
 אברהםAbraham,Vol-2-B_M-Biblical-Males-Abraham-3,[Palestine?] 
 אברהםAbraham,Vol-2-B_M-Biblical-Males-Abraham-4,[Palestine?] 
 אברהםAbraham,Vol-2-B_M-Biblical-Males-Abraham-5,[Palestine?] 
 אברהםAbraham,Vol-2-B_M-Biblical-Males-Abraham-6,[Palestine?] 
 אברהםAbraham,Vol-2-B_M-Biblical-Males-Abraham-7,[Palestine?] 
 אברהםAbraham,Vol-2-B_M-Biblical-Males-Abraham-8,[Palestine?] 
 אברהםAbraham,Vol-2-Vol-1-ADD-B_M-Biblical-Males-Abraham-1,[Palestine?] 
 אברהםAbraham,Vol-3-B_M-Biblical-Males-Abraham-1,Egypt 
 אברהםAbraham,Vol-3-B_M-Biblical-Males-Abraham-2,Egypt 
 אברהםAbraham,Vol-3-B_M-Biblical-Males-Abraham-3,Egypt 
 אברהםAbraham,Vol-3-B_M-Biblical-Males-Abraham-4,Egypt 
 אברהםAbraham,Vol-3-B_M-Biblical-Males-Abraham-5,Egypt 
 אברהםAbraham,Vol-3-B_M-Biblical-Males-Abraham-6,Egypt 
 אברהםAbraham,Vol-3-B_M-Biblical-Males-Abraham-7,Egypt 
 אברהםAbraham,Vol-3-B_M-Biblical-Males-Abraham-8,Egypt 
 אברהםAbraham,Vol-3-B_M-Biblical-Males-Abraham-9,Egypt 
 אברהםAbraham,Vol-3-B_M-Biblical-Males-Abraham-10,Egypt 
 אברהםAbraham,Vol-3-B_M-Biblical-Males-Abraham-11,Egypt 
 אברהםAbraham,Vol-3-B_M-Biblical-Males-Abraham-12,Egypt 
 אברהםAbraham,Vol-3-B_M-Biblical-Males-Abraham-13,Egypt 
 אברהםAbraham,Vol-3-B_M-Biblical-Males-Abraham-14,Egypt 
 אברהםAbraham,Vol-3-B_M-Biblical-Males-Abraham-15,Egypt 
 אברהםAbraham,Vol-3-B_M-Biblical-Males-Abraham-16,Egypt 
 אברהםAbraham,Vol-3-B_M-Biblical-Males-Abraham-17,Egypt 
 אברהםAbraham,Vol-3-B_M-Biblical-Males-Abraham-18,Greece 
 אברהםAbraham,Vol-3-B_M-Biblical-Males-Abraham-19,Rome 
 אברהםAbraham,Vol-3-B_M-Biblical-Males-Abraham-20,Egypt 
 אברהםAbraham,Vol-3-B_M-Biblical-Males-Abraham-21,Egypt 
 אברהםAbraham,Vol-3-B_M-Biblical-Males-Abraham-22,Egypt 
 אברהםAbraham,Vol-3-B_M-Biblical-Males-Abraham-23,Bosphoran Kingdom 
 אברהםAbraham,Vol-3-B_M-Biblical-Males-Abraham-24,Bosphoran Kingdom 
 אברהםAbraham,Vol-4-B_M-Biblical-Males-Abraham-1,Babylonia 
 אברהםAbraham,Vol-4-B_M-Biblical-Males-Abraham-2,Arab. Pen. 
 אברהםAbraham,Vol-4-B_M-Biblical-Males-Abraham-3,Arab. Pen. 
 אברהםAbraham,Vol-4-B_M-Biblical-Males-Abraham-4,Dura-Europos 
 אברהםAbraham,Vol-4-B_M-Biblical-Males-Abraham-5,Dura-Europos 
 אברהםAbraham,Vol-4-B_M-Biblical-Males-Abraham-6,Palmyra 
 אברהםAbraham,Vol-4-B_M-Biblical-Males-Abraham-7,Babylonia 
 אברהםAbraham,Vol-4-B_M-Biblical-Males-Abraham-8,Babylonia 
 אברהםAbraham,Vol-4-B_M-Biblical-Males-Abraham-9,Georgia 
 אברהםAbraham,Vol-4-B_M-Biblical-Males-Abraham-10,Eygpt/Persia 
 אברהםAbraham,Vol-4-B_M-Biblical-Males-Abraham-11,Babylonia? 
 אברהםAbraham,Vol-4-Vol-3-Add-B_M-Biblical-Males-Abraham-1,Asia 
 אברהםAbraham,Vol-4-Vol-3-Add-B_M-Biblical-Males-Abraham-2,Egypt 
 אבשלוםAbsalom,Vol-3-B_M-Biblical-Males-Absalom-1,Cyrenaica 
 אבשלוםAbsalom,Vol-3-B_M-Biblical-Males-Absalom-2,Egypt 
 אבשלוםAbshalom,Vol-1-B_M-Abshalom-1,[Palestine?] 
 אבשלוםAbshalom,Vol-1-B_M-Abshalom-2,[Palestine?] 
 אבשלוםAbshalom,Vol-1-B_M-Abshalom-3,[Palestine?] 
 אבשלוםAbshalom,Vol-1-B_M-Abshalom-4,[Palestine?] 
 אבשלוםAbshalom,Vol-1-B_M-Abshalom-5,[Palestine?] 
 אבשלוםAbshalom,Vol-1-B_M-Abshalom-6,[Palestine?] 
 אבשלוםAbshalom,Vol-1-B_M-Abshalom-7,[Palestine?] 
 אבשלוםAbshalom,Vol-1-B_M-Abshalom-8,[Palestine?] 
 אבשלוםAbshalom,Vol-1-B_M-Abshalom-9,[Palestine?] 
 אבשלוםAbshalom,Vol-1-B_M-Abshalom-10,[Palestine?] 
 אבשלוםAbshalom,Vol-1-B_M-Abshalom-11,[Palestine?] 
 אבשלוםAbshalom,Vol-2-B_M-Biblical-Males-Abshalom-1,[Palestine?] 
 אבשלוםAbshalom,Vol-2-B_M-Biblical-Males-Abshalom-2,[Palestine?] 
 אבשלוםAbshalom,Vol-2-B_M-Biblical-Males-Abshalom-3,[Palestine?] 
 אבשלוםAbshalom,Vol-2-B_M-Biblical-Males-Abshalom-4,[Palestine?] 
 אבשלוםAbshalom,Vol-2-Vol-1-ADD-B_M-Biblical-Males-Abshalom-1,[Palestine?] 
 אבשלוםAbshalom,Vol-2-Vol-1-ADD-B_M-Biblical-Males-Abshalom-2,[Palestine?] 
 אבשלוםAbshalom,Vol-4-B_M-Biblical-Males-Abshalom-1,Arab. Pen. 
 אבשלוםAbshalom,Vol-4-B_M-Biblical-Males-Abshalom-2,Arab. Pen. 
 ابشمAbīsham,Vol-2-Vol-4-ADD-A_M-Arabic-Males-Abīsham-1,Arabia 
 ابشعرAbshaʿr,Vol-4-A_M-Arabic-Males-Abshaʿr-1,Arab. Pen. 
 חבוḤabu,Vol-4-S-H_M-Semitic-Hebrew-Males-Ḥabu-1,Babylonia 
 חבוḤabu,Vol-4-S-H_M-Semitic-Hebrew-Males-Ḥabu-2,Babylonia 
 חבוḤabu,Vol-4-S-H_M-Semitic-Hebrew-Males-Ḥabu-3,Babylonia 
 חבוḤabu,Vol-4-S-H_M-Semitic-Hebrew-Males-Ḥabu-4,Babylonia 
 חבוḤabu,Vol-4-S-H_M-Semitic-Hebrew-Males-Ḥabu-5,Babylonia 
 טבותṬabut,Vol-4-S-H_M-Semitic-Hebrew-Males-Ṭabut-1,Babylonia 
 טבותṬabut,Vol-4-S-H_M-Semitic-Hebrew-Males-Ṭabut-2,Babylonia 
 ̓ΑκάκιοςAcacius,Vol-3-G_M-Greek-Males-Acacius-1,Egypt 
 ̓ΑκάμαςAcamas,Vol-3-G_M-Greek-Males-Acamas-1,Egypt 
 AcceiusAcceius,Vol-3-L_M-Latin-Males-Acceius-1,Egypt 
 AcelliusAcellius,Vol-3-L_M-Latin-Males-Acellius-1,Italy 
 AcesoniusAcesonius,Vol-3-L_M-Latin-Males-Acesonius-1,Greece 
 AcetasAcetas,Vol-3-S-G_M-Semitic-Greek-Males-Acetas-1,Asia 
 ̓ΑχαιόςAchaius,Vol-3-G_M-Greek-Males-Achaius-1,Rome 
 ̓ΑχαιόςAchaius,Vol-3-G_M-Greek-Males-Achaius-2,Egypt 
 ̓ΑχαιόςAchaius,Vol-3-G_M-Greek-Males-Achaius-3,Egypt 
 AchillasAchillas,Vol-3-E_M-Egyptian-Males-Achillas-1,Egypt 
 ̓ΑχιλλεύςAchilleus,Vol-3-G_M-Greek-Males-Achilleus-1,Egypt 
 ̓ΑχιλλεύςAchilleus,Vol-3-G_M-Greek-Males-Achilleus-2,Scythia 
 ̓ΑχιλλεύςAchilleus,Vol-3-G_M-Greek-Males-Achilleus-3,Asia 
 AchillionAchillion,Vol-3-E_M-Egyptian-Males-Achillion-1,Egypt 
 ̓ΑχολίαAcholia,Vol-3-G_F-Greek-Females-Acholia-1,[Palestine?] 
 ̓ΑχόλιοςAcholius,Vol-2-Vol-1-ADD-G_M-Greek-Males-Acholius-1,[Palestine?] 
 ̓ΑχόλιοςAcholius,Vol-2-Vol-1-ADD-G_M-Greek-Males-Acholius-2,[Palestine?] 
 ̓ΑχόλιοςAcholius,Vol-3-G_M-Greek-Males-Acholius-1,Italy 
 ̓ΑχόλιοςAcholius,Vol-3-G_M-Greek-Males-Acholius-2,Asia 
 ̓ΑχύριοςAchyrius,Vol-3-G_M-Greek-Males-Achyrius-1,Greece 
 AciarisAciaris,Vol-3-E_M-Egyptian-Males-Aciaris-1,Egypt 
 AciesAcies,Vol-3-E_M-Egyptian-Males-Acies-1,Egypt 
 AciesAcies,Vol-3-E_M-Egyptian-Males-Acies-2,Egypt 
 ̓ΑκμήAcme,Vol-1-G_F-Acme-1,[Palestine?] 
 ̓ΑκμήAcme,Vol-2-G_F-Greek-Females-Acme-1,[Palestine?] 
 ̓ΑκμήAcme,Vol-3-G_F-Greek-Females-Acme-1,Rome 
 AconiusAconius,Vol-2-L_M-Latin-Males-Aconius-1,[Palestine?] 
 ActiaActia,Vol-3-L_F-Latin-Females-Actia-1,Pannonia 
 AcuntasAcuntas,Vol-3-E_M-Egyptian-Males-Acuntas-1,Egypt 
 AcuntasAcuntas,Vol-3-E_M-Egyptian-Males-Acuntas-2,Egypt 
 AcuntasAcuntas,Vol-3-E_M-Egyptian-Males-Acuntas-3,Egypt 
 ΧadΧad,Vol-4-I_M-Iranian-Males-Χad-1,Babylonia? 
 אדאAda,Vol-2-S-H_M-Semitic-Hebrew-Males-Ada-1,[Palestine?] 
 אדאAda,Vol-2-S-H_M-Semitic-Hebrew-Males-Ada-2,[Palestine?] 
 אדאAda,Vol-2-S-H_M-Semitic-Hebrew-Males-Ada-3,[Palestine?] 
