lemma	pointer_in_volume	details								
 ?????Aqub	Vol-4-B_M-d8e21297-person	Graffito	 Dura-Europos 							
 ?????Aqub	Vol-4-B_M-d8e21346-person	Military roster papyrus	 Dura-Europos 							
 ?????Aqub	Vol-4-B_M-d8e21384-person	Military roster papyrus	 Dura-Europos 							
 ?????Aqub	Vol-4-B_M-d8e21422-person	Military papyrus	 Dura-Europos 							
 ?????Aqub	Vol-4-B_M-d8e21460-person	Seal 								
 AquilaAquila	Vol-2-Vol-1-ADD-L_M-d8e217-person	Ossuary	 Wadi Fukin 							
 AquilaAquila	Vol-3-L_M-d8e3894-person	Epitaph	 Galatia	 Pococke 						
 AquilaAquila	Vol-3-L_M-d8e3932-person	Epitaph	 Teucheira	 Oliverio 						
 AquilinaAquilina	Vol-3-L_F-d8e1214-person	Epitaph	 Monteverde	 Schneider Graziosi 						
 A??rA??r	Vol-4-I_M-d8e959-person	Incantation bowl	 Qish (Ashmolean Museum	 Oxford)	 Gordon 					
 ?????A??r	Vol-4-S-H_M-d8e30716-person	Epitaph	 el-?Ul? 							
 Ar?aAr?a	Vol-4-I_F-d8e445-person	Incantation bowl	 Nippur	 Montgomery 						
 AraberezišnuAraberezišnu	Vol-4-I_M-d8e1052-person	Incantation bowl	 Cannes 							
 ?????Arabia	Vol-3-S-H_M-d8e5508-person	Papyrus	 Luxor	 Cowley 						
 AršakaAršaka	Vol-4-I_M-d8e1105-person	Synagogue inscription	 Dura-Europos	 du Mesnil 						
 ArbinusArbinus	Vol-3-S-G_M-d8e567-person	Ostraca	 Edfu	 Manteuffel 						
 ArbinusArbinus	Vol-3-S-G_M-d8e621-person	Ostracon	 Edfu	 Manteuffel 						
 ??????????Arcadius	Vol-2-G_M-d8e2729-person	Sarcophagus	 Caesarea 							
 ???????????Archagathus	Vol-3-G_M-d8e12824-person	Papyrus	 Heracleopolis 							
 ???????????Archelais	Vol-2-G_F-d8e609-person	Sarcophagus	 Ischar							
                   										
 ??????????Archelaus	Vol-1-G_M-d2e3846-person	Gezer limit inscription 								
 ??????????Archelaus	Vol-2-G_M-d8e2778-person	Boundry marker	 Quneitra							
                   										
 ??????????Archelaus	Vol-2-Vol-1-ADD-G_M-d8e1097-person	Epitaph	 Surman 							
 ??????????Archelaus	Vol-3-G_M-d8e12872-person	Epitaph	 Levy 							
 ?????????Archias	Vol-3-G_M-d8e12927-person	Donation inscription	 Berenice	 Caputo 						
 ???????????Archidamus	Vol-3-G_M-d8e12972-person	Papyrus	 Vienna 							
 ???????????Archigenia	Vol-3-G_F-d8e2996-person	Epitaph	 Monteverde	 Bormann 						
 ??????????Archippus	Vol-3-G_M-d8e13024-person	Papyrus	 Vienna 							
 ??????????Arescusa	Vol-3-G_F-d8e2180-person	Epitaph	 Pherae	 Béquignon 						
 ???????????Areselthus	Vol-3-G_M-d8e10414-person	Papyrus	 Kenyon 							
 AretasAretas	Vol-3-S-G_M-d8e688-person	Epitaph	 Teucheira 							
 ???????Areto	Vol-3-G_F-d8e2235-person	Papyrus	 Trikomia 							
 ArgaiosArgaios	Vol-3-E_M-d8e776-person	Dedicatory inscription	 Hermopolis	 Zucker 						
 ?????Argan	Vol-4-S-H_M-d8e31366-person	Epitaph	 Palmyra	 Schröder 						
 ??????????Argurion	Vol-3-G_M-d8e10330-person	Epitaph	 Bahcekonak 							
 ?????????Arguris	Vol-2-G_M-d8e2450-person	Dedicatory inscription	 Syria 							
 ???Ari	Vol-1-S-H_M-d2e1520-person	Judah (15) and Simon (20)’s father 								
 ??????????Aribaius	Vol-3-G_M-d8e10459-person	Graffito	 Teucheira	 Oliverio 						
 ArimanthusArimanthus	Vol-3-S-G_M-d8e749-person	Epitaph	 Teucheira	 Oliverio 						
 ArimmasArimmas	Vol-3-S-G_M-d8e804-person	Epitaphs	 Teucheira	 Oliverio	 Pacho 					
 ArimmasArimmas	Vol-3-S-G_M-d8e839-person	Epitaph	 Teucheira	 Gray 						
 ArimmasArimmas	Vol-3-S-G_M-d8e874-person	Epitaphs	 Teucheira	 Gray 						
 ArimmasArimmas	Vol-3-S-G_M-d8e918-person	Epitaph	 Teucheira	 Gray 						
 ArimmasArimmas	Vol-3-S-G_M-d8e952-person	Epitaph	 Teucheira	 Applebaum 						
 ArimmasArimmas	Vol-3-S-G_M-d8e981-person	Politeuma inscription	 Berenice	 Roux 						
 ????????Ariste	Vol-3-G_F-d8e2341-person	Epitaph	 Panticapeum	CIJ685 						
 ?????????Aristea	Vol-3-G_F-d8e2281-person	Epitaph	 Via Nomentana	 Marucchi 						
 ??????????Aristeas	Vol-2-G_M-d8e2500-person	Epitaphs	 Beth She‘arim	catacomb 13 						
 ??????????Aristeas	Vol-2-G_M-d8e2539-person	Epitaph	 Syria 							
 ??????????Aristeas	Vol-3-G_M-d8e10658-person	Epitaph	 Acmonia	 Ramsay 						
 ??????????Aristeas	Vol-3-G_M-d8e10706-person	Epitaph	 Sedment el-Gebel 							
 ??????????Aristeus	Vol-3-G_M-d8e10752-person	Epitaphs	 Teucheira	 Oliverio 						
 ??????????Aristion	Vol-2-Vol-1-ADD-G_M-d8e838-person	Epitaph	 Caria	Bean 						
 ??????????Aristion	Vol-2-Vol-1-ADD-G_M-d8e886-person	Ostracon	 Gush Halav							
                   										
 ??????????Aristion	Vol-3-G_M-d8e10979-person	Epitaph	 Teucheira	 Oliverio 						
 ??????????Aristion	Vol-3-G_M-d8e11026-person	Inscription	 Ios	 van Krienen 						
 ????????????Aristippus	Vol-3-G_M-d8e10812-person	Papyrus	 Arsinoe	 Schürer 						
 ?????????Aristis	Vol-3-G_M-d8e10857-person	Epitaph	 Teucheira	 Oliviero 						
 ?????????Aristis	Vol-3-G_M-d8e10895-person	Epitaph	 Teucheira	 Oliverio 						
 ?????????Aristis	Vol-3-G_M-d8e10930-person	Epitaph	 Teucheira 							
 ?????????????Aristobula	Vol-3-G_F-d8e2400-person	Ossuary	 Kidron Valley (Jerusalem)	 Sukenik 						
 ?????????????Aristobule	Vol-1-G_F-d2e441-person	Ossuary	 Shu‘afat	 Abel	1913					
 ?????????????Aristobule	Vol-1-G_F-d2e468-person	Ossuary	 Kidron	 Sukenik	1942					
 ?????????????Aristobule	Vol-4-G_F-d8e19-person	Ossuary	 Jerusalem	 Abel 						
 ??????????????Aristobulus	Vol-1-G_M-d2e3318-person	Coins 								
 ??????????????Aristobulus	Vol-2-Vol-1-ADD-G_M-d8e993-person	Ossuary	 Diskin St.	 Abu Raya 						
 ??????????????Aristobulus	Vol-3-G_M-d8e11175-person	Ostracon	 Wilcken 							
 ??????????????Aristobulus	Vol-3-G_M-d8e11207-person	Epitaph	 Leontopolis	 Naville 						
 ??????????????Aristobulus	Vol-3-G_M-d8e11242-person	Epitaph	 Teucheira	 Gray 						
 ??????????????Aristocrates	Vol-3-G_M-d8e11432-person	Epitaphs	 Teucheira	 Gray 						
 ??????????????Aristocrates	Vol-3-G_M-d8e11470-person	Epitaph	 Teucheira	 Gray 						
 ??????????????Aristocrates	Vol-3-G_M-d8e11505-person	Epitaph	 Teicheira	 Gray 						
 ??????????????Aristocrates	Vol-3-G_M-d8e11534-person	Epitaph	 Teucheira	 Oliverio 						
 ?????????????Aristodamus	Vol-3-G_M-d8e11298-person	Epitaph	 Teucheira	 Oliviero 						
 ?????????????Aristodemus	Vol-3-G_M-d8e11343-person	Papyrus	 Della Vida 							
 ?????????????Aristodemus	Vol-3-G_M-d8e11377-person	Sarcophagus	 Hierapolis	 Pennacchietti 						
 ?????????????Aristomachus	Vol-3-G_M-d8e11585-person	Collegium inscription	 Chios 							
 ?????????????Aristomenes	Vol-3-G_M-d8e11646-person	Ostraca	 Thebes	 Viereck 						
 ?????????????Aristomenes	Vol-3-G_M-d8e11699-person	Ostracon	 Edfu	 Viereck 						
 ?????????????Aristomenes	Vol-3-G_M-d8e11731-person	Epitaph 								
 ?????????Ariston	Vol-1-G_M-d2e3580-person	Ossuaries	 Akeldama	 Avni-Greenhut 						
 ?????????Ariston	Vol-1-G_M-d2e3617-person	Papyrus	 letter	 Muraba‘at 						
 ?????????Ariston	Vol-1-G_M-d2e3640-person	Papyrus	 deed	 Babatha archive 						
 ?????????Ariston	Vol-1-G_M-d2e3661-person	Ostracon	 Masada 							
 ?????????Ariston	Vol-2-G_M-d8e2676-person	Epitaph	 Zoar 							
 ?????????Ariston	Vol-3-G_M-d8e11777-person	Papyrus	 Alexandria	 Schubart 						
 ?????????Ariston	Vol-3-G_M-d8e11815-person	Politeuma inscription	 Berenice	 Roux 						
 ?????????Ariston	Vol-3-G_M-d8e11853-person	Politeuma inscription	 Berenice	 Roux 						
 Ark??Ark??	Vol-4-I_F-d8e490-person	Incantation bowl	 Iraq	 Gordon 						
 ArmaiusArmaius	Vol-3-E_M-d8e830-person	Papyrus	 Fayum 							
 ArnesusArnesus	Vol-3-L_M-d8e4030-person	Epitaph	 Carthage 							
 ????Arnon	Vol-4-B_M-d8e2983-person	Graffito	 synagogue Dura-Europos	 du Mesnil 						
 ArphaesisArphaesis	Vol-3-E_M-d8e889-person	Papyrus	 Philadelphia 							
 ArreniusArrenius	Vol-2-L_M-d8e1129-person	Epitaph	 Zoar 							
 ArsamesArsames	Vol-3-P_M-d8e118-person	Papyrus	 Heracleopolis 							
 ArseionArseion	Vol-3-E_M-d8e936-person	Epitaph	 Gizeh?de Ricci 							
 ArseniusArsenius	Vol-2-L_M-d8e1179-person	Epitaph	 Beth She’an 							
 ArseniusArsenius	Vol-2-L_M-d8e1242-person	Dedicatory inscription	 Beth She’an 							
 ???Arsh	Vol-4-A_M-d8e328-person	Graffito	 Mad??in ??li? 							
 ????Arshal	Vol-2-Vol-4-ADD-A_M-d8e76-person	Deed of sale inscription	 H?as?i	 Yemen 						
 ArsiaArsia	Vol-3-L_F-d8e1266-person	Epitaph	 Peratovci	 Sergejevski 						
 ?????????Arsinoa	Vol-3-G_F-d8e2575-person	Epitaph	 Leontopolis	 Norsa 						
 ?????????Arsinoa	Vol-3-G_F-d8e2613-person	Epitaph	 Teucheira	 Reynolds 						
 ?????????Arsinoa	Vol-3-G_F-d8e2660-person	Epitaph	 Teucheira	 Oliverio 						
 ?????????Arsinoe	Vol-2-G_F-d8e562-person	Gold amulet; Syria 								
 ?????????Arsinoe	Vol-3-G_F-d8e2460-person	Papyrus	 Luxor	 Cowley 						
 ?????????Arsinoe	Vol-3-G_F-d8e2494-person	Papyrus	 Theadelphia	 Thunell 						
 ?????????Arsinoe	Vol-3-G_F-d8e2525-person	Epitaph	 Leontopolis	 Edgar 						
 ArsousArsous	Vol-3-E_M-d8e986-person	Ostracon	 Edfu	 Manteuffel 						
 Art??Art??	Vol-4-I_M-d8e1162-person	Synagogue inscription	 Dura-Europos	 Pagliaro 						
 Art??Art??	Vol-4-I_M-d8e1202-person	Incantation bowl	 Nippur	 Montgomery 						
 Art??Art??	Vol-4-I_M-d8e1237-person	Incantation bowl	 Nippur	 Montgomery 						
 Art??Art??	Vol-4-I_M-d8e1275-person	Incantation bowl	 Moussyaieff collection 							
 Arta?ša?r?Arta?ša?r?	Vol-4-I_M-d8e1333-person	Incantation bowl	 Nippur	 Montgomery 						
 ArtabanusArtabanus	Vol-3-P_M-d8e221-person	Epitaph	 Teucheira	 Applebaum 						
 ArtabanusArtabanus	Vol-3-P_M-d8e260-person	Epitaph	 Teucheira	 Applebaum 						
 ArtabanusArtabanus	Vol-3-P_M-d8e292-person	Epitaph	 Teucheira 							
 ArtabanusArtabanus	Vol-3-P_M-d8e325-person	Epitaph	 Teucheira 							
 ArtabanusArtabanus	Vol-3-P_M-d8e364-person	Epitaph	 Teucheira 							
 ArtabanusArtabanus	Vol-3-P_M-d8e412-person	Epitaphs	 Teucheira 							
 ArtaiosArtaios	Vol-3-P_M-d8e462-person	Epitaph	 Teucheira	 						
 ArtanusArtanus	Vol-3-L_M-d8e4073-person	Epitaph	 Eumenia	 Robert 						
 ???????Artas	Vol-3-Add-G_M-d8e17-person	Synagogue inscription	 New York 							
 ?????????Artemas	Vol-3-G_M-d8e12012-person	Epitaph	 Teucheira	 Gray 						
 ?????????Artemas	Vol-3-G_M-d8e12041-person	Epitaph	 Teucheira	 Gray 						
 ?????????Artemas	Vol-3-G_M-d8e12078-person	Epitaph	 Teucheira	 Reynolds 						
 ?????????Artemas	Vol-3-G_M-d8e12114-person	Coin	 Phrygia 							
 ?????????Artemia	Vol-3-G_F-d8e2715-person	Sarcophagus	 Termessos	 Heberdey 						
 ?????????Artemia	Vol-3-G_F-d8e2753-person	Epitaph	 Termessos 							
 ?????????Artemia	Vol-3-G_F-d8e2794-person	Epitaph	 Termesos 							
 ????????????Artemidora	Vol-3-G_F-d8e2846-person	Sarcophagus	 Schultze 							
 ?????????????Artemidorus	Vol-3-G_M-d8e12166-person	Papyrus	 Fayum	 Wilcken 						
 ?????????????Artemidorus	Vol-3-G_M-d8e12201-person	Papyrus	 Trikomia	 						
 ?????????????Artemidorus	Vol-3-G_M-d8e12233-person	Dedicatory inscription	 Hermopolis	 Jouguet 						
 ?????????????Artemidorus	Vol-3-G_M-d8e12265-person	Dedicatory inscription	 Delos	 Bruneau 						
 ?????????????Artemidorus	Vol-3-G_M-d8e12305-person	Epitaph	 Cyrene	 Smith & Porcher 						
 ????????????Artemisius	Vol-3-G_M-d8e12358-person	Sarcophagus	 Hierapolis	 Miranda 						
 ?????????Artemon	Vol-1-G_M-d2e3722-person	Ossuary	 Ramat Eshkol	 Edelstein	1971					
 ?????????Artemon	Vol-3-G_M-d8e12470-person	Papyrus	 Philadelphia	 Johnson & Goodrich 						
 ?????????Artemon	Vol-3-G_M-d8e12502-person	Dedicatory inscription	 Alexandria?de Ricci 							
 ?????????Artemon	Vol-3-G_M-d8e12558-person	Sarcophagus	 Hierapolis	 Judeich 						
 ?????????Artemon	Vol-3-G_M-d8e12593-person	Ossuary	 Ramat Eshkol (Jerusalem)	 Edelstein 						
 ?????????Artemon	Vol-3-G_M-d8e12634-person	Dedicatory inscription	 Thessalonica	 Petsas 						
 ArthotesArthotes	Vol-3-E_M-d8e1051-person	Ostracon	 Edfu	 Manteuffel 						
 ?????????Artimas	Vol-3-G_F-d8e2946-person	Epitaph	 Pamphylia 							
 ?????????Artimas	Vol-3-G_M-d8e12686-person	Epitaph	 Sidibunda	 Bean 						
 ?????????Artimas	Vol-3-G_M-d8e12728-person	Epitaph	 Sidibunda	 Bean 						
 ArunisArunis	Vol-4-I_F-d8e625-person	Incantation bowl	 Tel Aviv 							
 ArzanišArzaniš	Vol-4-I_F-d8e535-person	Incantation bowl	 Nippur	 Gordon 						
 ArzanišArzaniš	Vol-4-I_F-d8e574-person	Incantation bowl 								
 ???Asad	Vol-4-A_M-d8e482-person	–	Arab. Pen. 							
 ???Asaf	Vol-3-B_M-d8e3171-person	Epitaph	 Marucchi 							
 ??????Asafiahu	Vol-3-S-H_M-d8e1355-person	Epitaph	 Kition	 Hadjisavvas 						
 ????Asayah	Vol-1-B_M-d2e48713-person	Ossuary	 Mt Scopus	 Kloner	1975					
 ??????????Asclapus	Vol-3-G_M-d8e13126-person	Epitaph	 Teucheira 							
 ?????????????Asclepiades	Vol-2-G_M-d8e2894-person	Epitaph	 Zoar 							
 ??????????????Asclepiodote	Vol-3-G_F-d8e3097-person	Epitaph	 Vigna Randanini	 Frey 						
 ??????????????Asclepiodote	Vol-3-G_F-d8e3131-person	Epitaph	 Vigna Randanini	 Garrucci 						
 ???????????Asclepius	Vol-3-G_M-d8e13184-person	Epitaph	 Ferrua 							
 AscloniasAsclonias	Vol-3-S-G_M-d8e1042-person	Ostracon	 Upper Egypt	 Tait 						
 AsellaAsella	Vol-3-L_F-d8e1314-person	Epitaphs	 Venosa	 Angelis & Smith 						
 AsellaAsella	Vol-3-L_F-d8e1372-person	Epitaph	 Venosa	 Angelis & Smith 						
 AsellinusAsellinus	Vol-3-L_M-d8e4122-person	Epitaph	 Venosa	 Angelis & Smith	CIJ596 					
 ??????Asha?el	Vol-4-B_M-d8e21512-person	Leveen	JQR16 (1925-6) 402 							
 ???Asher	Vol-2-B_M-d8e4901-person	Synagogue inscription	 Naveh(Samuel Bar Simson 1210) 							
 ???Asher	Vol-2-B_M-d8e4931-person	Graffiti	 Parod							
                   										
 ???Asher	Vol-2-B_M-d8e4969-person	Chancel screen inscription	 synagogue	 Gaza 						
 ???Asher	Vol-4-B_M-d8e3024-person	Corluy	AB5 (1886) 9 							
 ???Asher	Vol-4-B_M-d8e3075-person	Ossuary 								
 AsherAsher	Vol-4-I_F-d8e673-person	Incantation bowl	 Moussyaieff collection 							
 ???Ashi	Vol-4-S-H_M-d8e11055-person	Epitaph	 Palmyra	 Porter 						
 ???Ashi	Vol-4-S-H_M-d8e11091-person	Incantation bowl 								
 ???Ashi	Vol-4-S-H_M-d8e11128-person	Incantation bowl	 Schøyen collection 							
 ??????Asia	Vol-2-G_F-d8e669-person	Epitaph	 Caesarea 							
 ??????Asia	Vol-3-G_F-d8e3050-person	Epitaph	 Monteverde	 Paribeni 						
 ???????Asias	Vol-3-G_M-d8e13070-person	Epitaph	 Vigna Randanini	 Garrucci 						
 ???????????Asiaticus	Vol-2-G_M-d8e2821-person	Epitaph	 Carthage 							
 AsidaresAsidares	Vol-3-S-G_M-d8e1097-person	Dedicatory inscription	 Olynthus 							
 ???????Askalas	Vol-1-S-G_M-d2e367-person	Graffiti	 Masada 							
 ????As?lah?	Vol-2-S-H_M-d8e6877-person	Epitaph	 Samâkiyé							
                   										
 ????As?lah?	Vol-2-Vol-1-ADD-P_M-d8e556-person	Dedicatory inscription	 Mt. Gerizim 							
 Asm?nD??tAsm?nD??t	Vol-4-I_F-d8e769-person	Incantation bowls	 Nippur	 Montgomery 						
 ???????Aspalion	Vol-3-S-H_M-d8e1409-person	Ostracon	 Edfu	 Degen 						
 AspinjAspinj	Vol-4-I_M-d8e1445-person	Incantation bowl	 Nippur	 Montgomery 						
 ????Asrai	Vol-4-S-H_M-d8e10822-person	Dedication inscription	 Kheurbet Semrine 							
 ???????Aster	Vol-3-G_F-d8e3261-person	Epitaph	 Vigna Randanini	 Garrucci 						
 ???????Aster	Vol-3-G_F-d8e3298-person	Epitaph	 Monteverde	 Schneider Graziosi 						
 ???????Aster	Vol-3-G_F-d8e3333-person	Epitaph	 Monteverde	 Schneider Graziosi 						
 ???????Aster	Vol-3-G_F-d8e3373-person	Ring	 Bordeaux	 Chasteigner	CIJ672 					
 ???????Aster	Vol-3-G_F-d8e3416-person	Epitaph	 Taranto	 Uggeri 						
 ???????Aster	Vol-3-G_F-d8e3454-person	Epitaph	 Carthage 							
 ???????Aster	Vol-3-G_F-d8e3486-person	Epitaph	 Mauritania 							
 ?????????Asteria	Vol-3-G_F-d8e3178-person	Graffito	 Vigna Randanini	 Frey 						
 ?????????Asteria	Vol-3-G_F-d8e3213-person	Epitaph	 Thessaly	 Giannopoulos 						
 ?????????Asteris	Vol-3-G_M-d8e13378-person	Epitaph	 Vigna Randanini	 Garrucci 						
 ?????????Asteris	Vol-3-G_M-d8e13424-person	Epitaph	 Monteverde	 Schneider Graziosi 						
 ??????????Asterius	Vol-2-G_M-d8e2949-person	Epitaph	 Biblos	Renen 						
 ??????????Asterius	Vol-3-G_M-d8e13235-person	Epitaph	 Vigna Randanini	 Garrucci 						
 ??????????Asterius	Vol-3-G_M-d8e13287-person	Epitaph	 Vigna Randanini	 Garrucci 						
 ??????????Asterius	Vol-3-G_M-d8e13328-person	Synagogue inscription	 Hammam Lif 							
 AstesAstes	Vol-3-P_M-d8e519-person	Ostracon	 Edfu	 Degen 						
 AstirAstir	Vol-4-I_M-d8e1540-person	Incantation bowl 								
 AsuaAsua	Vol-3-L_F-d8e1420-person	Epitaph	 Leontopolis	 Edgar 						
 ???????????Asyncrite	Vol-3-G_F-d8e3536-person	Sarcophagus	 Thessalonica	 Nigdalis 						
 ?????atai	Vol-4-S-H_F-d8e3904-person	Incantation bowl	 Nippur	 Montgomery 						
 ?????atai	Vol-4-S-H_F-d8e3939-person	Incantation bowl	 Jeruzalmi 							
 ?????atai	Vol-4-S-H_F-d8e3974-person	Incantation bowl	 Jerusalem 							
 ?????atai	Vol-4-S-H_F-d8e4008-person	Incantation bowl	 Borsippa 							
 AtalantaAtalanta	Vol-3-L_F-d8e1472-person	Epitaph	 Apamea	 Legrand & Chamonard 						
 ?????At?an	Vol-4-S-H_F-d8e5876-person	Epitaph	 catacomb 3	CIJ1113	1114	1115				
 Ašt?dAnahidAšt?dAnahid	Vol-4-I_F-d8e823-person	Incantation bowl	 Tehran 							
 Ašt?dMahaD??tAšt?dMahaD??t	Vol-4-I_F-d8e879-person	Incantation bowl	 Jeruzalmi 							
 ?????Atelai	Vol-2-S-H_M-d8e21844-person	yGit1:2	 43c (Kosovsky	Yerushalmi	 56) 					
 AthamaAthama	Vol-2-Vol-1-ADD-S-G_M-d8e118-person	Stone weights	 private collection	 Louvre Paris	 Jerusalem 					
 ????????Athanas	Vol-3-G_M-d8e1225-person	Epitaph	 Galatia	 Ramsay 						
 ??????????Athanasia	Vol-3-G_F-d8e521-person	Synagogue inscription	 Philadelphia	 Keil & Premerstein 						
 ???????????Athanasius	Vol-3-G_M-d8e1270-person	Epitaph	 Vigna Randanini	 Marucchi 						
 ????????????Athenagoras	Vol-1-G_M-d2e105-person	Ossuary	 Kidron	 Sukenik	1937					
 ????????????Athenagoras	Vol-3-G_M-d8e1327-person	Dedicatory inscription	 Aphrodisias	 Reynolds & Tannenbaum 						
 ????????????Athenagoras	Vol-3-G_M-d8e1362-person	Dedicatory inscription	 Aphrodisias	 Reynolds & Tannenbaum 						
 ??????????Athenais	Vol-3-G_F-d8e586-person	Papyrus	 Side	 Schubart 						
 ?????????Athenion	Vol-3-G_M-d8e1415-person	Papyri	 Theadelphia	 Kortenbeutel 						
 ?????????Athenion	Vol-3-G_M-d8e1452-person	Epitaph	 Vigna Randanini	 Marucchi 						
 ?????????Athenion	Vol-3-G_M-d8e1486-person	Manumission inscription	 Gorgippia	Blavatskaia 						
 ?????????Athenion	Vol-3-G_M-d8e1539-person	Epitaph	 Athens	 Koumanoudis 						
 ?????????Athenion	Vol-3-G_M-d8e1586-person	Dedicatory inscription	 Aphrodisias	 Reynolds & Tannenbaum 						
 ?????????Athenion	Vol-3-G_M-d8e1617-person	Epitaph	 Attica 							
 ????????????Athenodorus	Vol-3-G_M-d8e1665-person	Manumission inscription	 Gorgippia	Blavatskaia 						
 ??????Athos	Vol-3-G_M-d8e1731-person	Epitaph	 Monteverde	 Schneider Graziosi 						
 AtroniusAtronius	Vol-3-L_M-d8e4417-person	Epitaph	 Via Nomentana	 Marucchi 						
 AttaAtta	Vol-3-L_M-d8e4219-person	Dedicatory inscription	 Aphrodisias	 Reynolds & Tannenbaum 						
 AtticillaAtticilla	Vol-3-L_F-d8e1533-person	Epitaph	 Vigna Randanini	 De Rossi 						
 AtticusAtticus	Vol-3-L_M-d8e4262-person	Inscription	 Lapethos	 Waddington 						
 AtticusAtticus	Vol-3-L_M-d8e4304-person	Epitaph	 Vigna Randanini	 Frey 						
 AttinusAttinus	Vol-3-L_M-d8e4365-person	Epitaph	 Sofaina	 Neutsch 						
 AttioAttio	Vol-2-L_F-d8e54-person	Epitaph	 Beth She‘arim	 catacomb 20	 					
 AttioAttio	Vol-2-L_F-d8e85-person	Epitaph	 Beth She‘arim	 catacomb 20 						
 AttioAttio	Vol-2-L_F-d8e116-person	Epitaph	 Beth She‘arim	 catacomb 20 						
 AttioAttio	Vol-2-L_F-d8e150-person	Amulet	 Private Collection 							
 AufidienusAufidienus	Vol-3-L_M-d8e4466-person	Inscription	 Schwartzenbach	Kalinka 						
 ?????????Augarus	Vol-3-G_M-d8e13477-person	Papyrus	 Kase 							
 ??????Auge	Vol-1-G_F-d2e589-person	Ossuary	 Akeldama	 Avni-Greenhut 						
 ??????Auge	Vol-3-G_F-d8e3595-person	Epitaph	 Monteverde	 Schneider Graziosi 						
 AuguriaAuguria	Vol-3-L_F-d8e1578-person	Epitaph	 Vigna Randanini	 Garrucci 						
 AugurinaAugurina	Vol-3-L_F-d8e1623-person	Epitaph	 Palazzo Grandi	 Frey 						
 AugurinusAugurinus	Vol-2-L_M-d8e1352-person	Inscription	 Elijah’s Cave 							
 AugustaAugusta	Vol-3-L_F-d8e1674-person	Sarcophagus	 Hierapolis	 Judeich 						
 AugustaAugusta	Vol-3-L_F-d8e1716-person	Epitaph	 Venosa	 Colafemmina 						
 AuleiusAuleius	Vol-3-L_M-d8e4582-person	Ostraca	 Edfu	 Manteuffel	 Wessely 					
 AuleiusAuleius	Vol-3-L_M-d8e4624-person	Ostracon	 Edfu 							
 AulusAulus	Vol-3-L_M-d8e4678-person	Sarcophagus	 Vigna Randanini	 Frey 						
 AulusAulus	Vol-3-L_M-d8e4731-person	Epitaph	 Apollonia	 Van Buren 						
 AulusAulus	Vol-3-L_M-d8e4766-person	Epitaph	 Ptolemais	 Pacho 						
 AureliaAurelia	Vol-2-L_F-d8e188-person	Epitaph	 Tiberias 							
 AureliaAurelia	Vol-3-L_F-d8e1765-person	Papyrus	 Karanis	 Boak & Youtie 						
 AureliaAurelia	Vol-3-L_F-d8e1802-person	Papyrus	 Hermopolis	 Bell & Rees 						
 AureliaAurelia	Vol-3-L_F-d8e1841-person	Epitaph	 Vigna Randanini	 Garrucci 						
 AureliaAurelia	Vol-3-L_F-d8e1884-person	Epitaph	 Vigna Randanini	 Garrucci 						
 AureliaAurelia	Vol-3-L_F-d8e1922-person	Epitaph	 Vigna Randanini	 Herzog 						
 AureliaAurelia	Vol-3-L_F-d8e1957-person	Epitaph	 Vigna Randanini	 Garrucci 						
 AureliaAurelia	Vol-3-L_F-d8e1999-person	Epitaph	 Vigna Randanini	 Garrucci 						
 AureliaAurelia	Vol-3-L_F-d8e2034-person	Epitaph	 Vigna Randanini	 Garrucci 						
 AureliaAurelia	Vol-3-L_F-d8e2069-person	Epitaph	 Vigna Randanini	 Garrucci 						
 AureliaAurelia	Vol-3-L_F-d8e2112-person	Epitaph	 Vigna Randanini	 Garrucci 						
 AureliaAurelia	Vol-3-L_F-d8e2147-person	Epitaph	 Monteverde	 Oderici 						
 AureliaAurelia	Vol-3-L_F-d8e2207-person	Epitaph	 Pola	 Gruter 						
 AureliaAurelia	Vol-3-L_F-d8e2251-person	Epitaph	 Pola	 Gruter 						
 AureliaAurelia	Vol-3-L_F-d8e2295-person	Sarcophagus	 Thyatira	 Muratori 						
 AureliaAurelia	Vol-3-L_F-d8e2350-person	Epitaph	 Blaundos	 Ramsay 						
 AureliaAurelia	Vol-3-L_F-d8e2393-person	Epitaph	 Acmonia	 Ramsay 						
 AureliaAurelia	Vol-3-L_F-d8e2433-person	Epitaph	 Apamea	 Ramasy 						
 AureliaAurelia	Vol-3-L_F-d8e2481-person	Sarcophagus	 Hierapolis	 Judeich 						
 AureliaAurelia	Vol-3-L_F-d8e2527-person	Sarcophagus	 Hierapolis	 Judeich 						
 AureliaAurelia	Vol-3-L_F-d8e2567-person	Sarcophagus	 Hierapolis	 Judeich 						
 AureliaAurelia	Vol-3-L_F-d8e2610-person	Sarcophagus	 Hierapolis	 Judeich 						
 AureliaAurelia	Vol-3-L_F-d8e2650-person	Sarcophagus	 Nicomedia	 Pogodine & Wulf 						
