baseOrig,compOrig,baseCharStart,baseCharEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,compOrder,grp-ref-bible,baseOrder,grp-ref-mek,dam-lev,jac,id
ref-mek.2.5.4.114-ref-mek.2.5.4.134,ref-bible.0210.13.15.1-ref-bible.210.13.15.21,117425,117526,ref-mek.2.5.4.114,ref-mek.2.5.4.134,1091848,1091951,ref-bible.0210.13.15.1,ref-bible.0210.13.15.21,כי הוא בין אחים יפריא יבא קדים רוח ה' ממדבר עולה ויבש מקורו וימרב מעיינו הוא ישסה אוצר כל כלי חמדה ,כי הוא בן אחים יפריא יבוא קדים רוח יהוה ממדבר עלה ויבוש מקורו ויחרב מעינו הוא ישסה אוצר כל כלי חמדה ,21,21,1327,1327.0,492,492.0,0.09,0.2222222222222222,3090000425
ref-mek.2.5.4.148-ref-mek.2.5.4.152,ref-bible.0208.18.17.1-ref-bible.208.18.17.5,117598,117624,ref-mek.2.5.4.148,ref-mek.2.5.4.152,901149,901175,ref-bible.0208.18.17.1,ref-bible.0208.18.17.5,ברוח קדים אפיצם מפני אויב ,כרוח קדים אפיצם לפני אויב ,5,5,1208,1208.0,493,493.0,0.07692307692307693,0.0,3090000426
ref-mek.2.5.4.203-ref-mek.2.5.4.222,ref-bible.0207.30.33.1-ref-bible.207.30.33.21,117900,118001,ref-mek.2.5.4.203,ref-mek.2.5.4.222,816863,816968,ref-bible.0207.30.33.1,ref-bible.0207.30.33.21,כי ערוך מאתמול תפתה גם היא למלך הוכן העמיק הרחיב מדורתה אש ועצים הרבה נשמת ה' כנחל גפרית בוערת בה ,כי ערוך מאתמול תפתה גם הוא היא למלך הוכן העמיק הרחב מדרתה אש ועצים הרבה נשמת יהוה כנחל גפרית בערה בה ,20,21,1100,1100.0,494,494.0,0.10891089108910891,0.16666666666666663,3090000427
ref-mek.2.5.4.234-ref-mek.2.5.4.257,ref-bible.0102.14.21.7-ref-bible.102.14.21.21,118056,118180,ref-mek.2.5.4.234,ref-mek.2.5.4.257,134252,134331,ref-bible.0102.14.21.7,ref-bible.0102.14.21.21,ויולך ה' את הים ברוח קדים עזה בעזה שברוחות ואי זו זו רוח קדים וישם את הים לחרבה עשאו כמן חרבה שנאמר ויבקעו המים ,ויולך יהוה את הים ברוח קדים עזה כל הלילה וישם את הים לחרבה ויבקעו המים ,24,15,258,257.0,495,495.0,0.4642857142857143,0.47058823529411764,3090000428
ref-mek.2.5.4.315-ref-mek.2.5.4.322,ref-bible.0301.77.17.1-ref-bible.301.77.17.7,118538,118579,ref-mek.2.5.4.315,ref-mek.2.5.4.322,1204696,1204728,ref-bible.0301.77.17.1,ref-bible.0301.77.17.7,ראה וינס ראוך מים יחילו אלו העליונים אף ,ראוך מים אלהים ראוך מים יחילו אף ,8,7,1417,1417.0,496,496.0,0.575,0.4285714285714286,3090000429
ref-mek.2.6.1.47-ref-mek.2.6.1.65,ref-bible.0301.68.28.1-ref-bible.301.68.29.8,118973,119064,ref-mek.2.6.1.47,ref-mek.2.6.1.65,1196925,1197015,ref-bible.0301.68.28.1,ref-bible.0301.68.29.8,שם בנימן צעיר רודם שרי יהודה רגמתם שרי זבולן שרי נפתלי צוה אלהיך עוזך עזה אלהים זו פעלת לנו ,שם בנימן צעיר רדם שרי יהודה רגמתם שרי זבלון שרי נפתלי צוה אלהיך עזך עוזה אלהים זו פעלת לנו ,19,19,1409,1409.0,497,497.0,0.043478260869565216,0.0,3090000430
ref-mek.2.6.1.175-ref-mek.2.6.1.181,ref-bible.0105.33.12.1-ref-bible.105.33.12.7,119614,119650,ref-mek.2.6.1.175,ref-mek.2.6.1.181,408935,408972,ref-bible.0105.33.12.1,ref-bible.0105.33.12.7,לבנימן אמר ידיד ה' ישכון לבטח עליו ,לבנימן אמר ידיד יהוה ישכן לבטח עליו ,7,7,917,917.0,498,498.0,0.1111111111111111,0.1428571428571429,3090000431
ref-mek.2.6.1.205-ref-mek.2.6.1.211,ref-bible.0311.5.16.21-ref-bible.311.5.16.27,119780,119829,ref-mek.2.6.1.205,ref-mek.2.6.1.211,1437875,1437914,ref-bible.0311.5.16.21,ref-bible.0311.5.16.27,והלבישו לדניאל ארגונא והמניכא דדהבא על צואריה ,תלבש והמונכא והמניכא די דהבא על צוארך ,7,7,1597,1597.0,501,499.0,0.41304347826086957,0.8181818181818181,3090000432
ref-mek.2.6.1.202-ref-mek.2.6.1.218,ref-bible.0311.5.28.5-ref-bible.0311.5.29.19,119762,119871,ref-mek.2.6.1.202,ref-mek.2.6.1.218,1439014,1439143,ref-bible.0311.5.28.5,ref-bible.0311.5.29.19,למדי ופרס באדין אמר בלשאצר והלבישו לדניאל ארגונא והמונכא והמניכא די דהבא על צוארה והכרזו עלוהי די להוא שליט תלתא במלכותא,למדי ופרס באדין אמר בלשאצר והלבישו לדניאל ארגונא והמונכא והמניכא די דהבא על צוארה והכרזו עלוהי די להוא שליט תלתא במלכותא,17,21,1598,1598.0,499,499.0,0.0,0.0,3090000433
ref-mek.2.6.1.250-ref-mek.2.6.1.286,ref-bible.0202.4.6.1-ref-bible.202.4.7.10,120030,120231,ref-mek.2.6.1.250,ref-mek.2.6.1.286,472123,472318,ref-bible.0202.4.6.1,ref-bible.0202.4.7.10,ותשלח ותקרא לברק בן אבינועם מקדש נפתלי ותאמר אליו הלא צוה ה' אלהי ישראל לך ומשכת בהר תבור ולקחת עמך עשרת אלפים איש מבני זבולון ומבני נפתלי ואומר ומשכתי אליך בנחל קישון את סיסרא שר צבא יבין ,ותשלח ותקרא לברק בן אבינעם מקדש נפתלי ותאמר אליו הלא צוה יהוה אלהי ישראל לך ומשכת בהר תבור ולקחת עמך עשרת אלפים איש מבני נפתלי ומבני זבלון ומשכתי אליך אל נחל קישון את סיסרא שר צבא יבין ,37,37,943,942.0,502,502.0,0.1111111111111111,0.11764705882352944,3090000434
ref-mek.2.6.1.270-ref-mek.2.6.1.276,ref-bible.0202.4.10.2-ref-bible.202.4.10.12,120138,120178,ref-mek.2.6.1.270,ref-mek.2.6.1.276,472546,472602,ref-bible.0202.4.10.2,ref-bible.0202.4.10.12,עשרת אלפים איש מבני זבולון ומבני נפתלי ,ברק את זבולן ואת נפתלי קדשה ויעל ברגליו עשרת אלפי איש ,7,11,946,946.0,503,502.0,0.7407407407407407,0.5833333333333333,3090000435
ref-mek.2.6.1.288-ref-mek.2.6.1.296,ref-bible.0202.5.18.1-ref-bible.202.5.18.9,120239,120284,ref-mek.2.6.1.288,ref-mek.2.6.1.296,474977,475021,ref-bible.0202.5.18.1,ref-bible.0202.5.18.9,זבולון עם חרף נפשו למות ונפתלי על מרומי שדה ,זבלון עם חרף נפשו למות ונפתלי על מרומי שדה ,9,9,952,952.0,504,504.0,0.022727272727272728,0.0,3090000436
ref-mek.2.6.2.25-ref-mek.2.6.2.29,ref-bible.0210.12.1.1-ref-bible.210.12.1.5,120434,120470,ref-mek.2.6.2.25,ref-mek.2.6.2.29,1090246,1090281,ref-bible.0210.12.1.1,ref-bible.0210.12.1.5,סבבוני בכחש אפרים ובמרמה בית ישראל ,סבבני בכחש אפרים ובמרמה בית ישראל ,6,6,1325,1325.0,505,505.0,0.02857142857142857,0.0,3090000437
ref-mek.2.6.2.42-ref-mek.2.6.2.63,ref-bible.0301.69.1.2-ref-bible.301.69.3.10,120533,120653,ref-mek.2.6.2.42,ref-mek.2.6.2.63,1197367,1197474,ref-bible.0301.69.1.2,ref-bible.0301.69.3.10,עליו הכתוב אומר הושיעני אלהים כי באו מים עד נפש ואומר טבעתי ביון מצולה ואין מעמד באתי במעמקי מים ושבולת מים שטפתני ,על שושנים לדוד הושיעני אלהים כי באו מים עד נפש טבעתי ביון מצולה ואין מעמד באתי במעמקי מים ושבלת שטפתני ,22,20,1410,1410.0,506,506.0,0.2,0.23529411764705888,3090000438
ref-mek.2.6.2.59-ref-mek.2.6.2.76,ref-bible.0301.69.15.7-ref-bible.301.69.16.12,120623,120720,ref-mek.2.6.2.59,ref-mek.2.6.2.76,1198004,1198075,ref-bible.0301.69.15.7,ref-bible.0301.69.16.12,במעמקי מים ושבולת מים שטפתני ואומר אל תשטפני שבולת מים ואל תבלעני מצולה ואל תאמר עלי באר פיה ,וממעמקי מים אל תשטפני שבלת מים ואל תבלעני מצולה ואל תאטר עלי באר פיה ,18,14,1411,1411.0,507,506.0,0.3010752688172043,0.4285714285714286,3090000439
ref-mek.2.6.2.142-ref-mek.2.6.2.146,ref-bible.0101.37.25.12-ref-bible.101.37.25.16,121055,121087,ref-mek.2.6.2.142,ref-mek.2.6.2.146,75189,75219,ref-bible.0101.37.25.12,ref-bible.0101.37.25.16,וגמליהם נושאים נכאת וצרי ולוט ,וגמליהם נשאים נכאת וצרי ולט ,5,5,74,74.0,508,508.0,0.06666666666666667,0.0,3090000440
ref-mek.2.6.2.236-ref-mek.2.6.2.244,ref-bible.0101.37.26.1-ref-bible.101.37.26.10,121556,121597,ref-mek.2.6.2.236,ref-mek.2.6.2.244,75241,75285,ref-bible.0101.37.26.1,ref-bible.0101.37.26.10,אמרו בזכות שאמר מה בצע כי נהרוג את אחינו ,ויאמר יהודה אל אחיו מה בצע כי נהרג את אחינו ,9,10,75,75.0,509,509.0,0.3409090909090909,0.5,3090000441
ref-mek.2.6.2.266-ref-mek.2.6.2.270,ref-bible.0101.38.26.1-ref-bible.101.38.26.5,121714,121742,ref-mek.2.6.2.266,ref-mek.2.6.2.270,77777,77805,ref-bible.0101.38.26.1,ref-bible.0101.38.26.5,ויכר יהודה ויאמר צדקה ממני ,ויכר יהודה ויאמר צדקה ממני ,5,5,79,79.0,510,510.0,0.0,0.0,3090000442
ref-mek.2.6.2.322-ref-mek.2.6.2.326,ref-bible.0210.12.1.1-ref-bible.210.12.1.5,121989,122025,ref-mek.2.6.2.322,ref-mek.2.6.2.326,1090246,1090281,ref-bible.0210.12.1.1,ref-bible.0210.12.1.5,סבבוני בכחש אפרים ובמרמה בית ישראל ,סבבני בכחש אפרים ובמרמה בית ישראל ,6,6,1326,1325.0,511,511.0,0.02857142857142857,0.0,3090000443
ref-mek.2.6.2.347-ref-mek.2.6.2.359,ref-bible.0301.114.1.1-ref-bible.301.114.2.5,122130,122205,ref-mek.2.6.2.347,ref-mek.2.6.2.359,1233699,1233768,ref-bible.0301.114.1.1,ref-bible.0301.114.2.5,בצאת ישראל ממצרים בית יעקב מעם לועז היתה יהודה לקדשו לכך ישראל ממשלותיו ,בצאת ישראל ממצרים בית יעקב מעם לעז היתה יהודה לקדשו ישראל ממשלותיו ,13,12,1469,1469.0,512,512.0,0.06944444444444445,0.09090909090909094,3090000444
ref-mek.2.6.2.377-ref-mek.2.6.2.386,ref-bible.0102.14.22.7-ref-bible.102.14.22.11,122290,122346,ref-mek.2.6.2.377,ref-mek.2.6.2.386,134366,134397,ref-bible.0102.14.22.7,ref-bible.0102.14.22.11,והמים להם חומה עשאן כמן חומה מימינם זו מזוזה ומשמאלם ,והמים להם חמה מימינם ומשמאלם ,10,5,259,259.0,513,513.0,0.4528301886792453,0.5,3090000445
ref-mek.2.6.2.377-ref-mek.2.6.2.386,ref-bible.0102.14.29.7-ref-bible.102.14.29.11,122290,122346,ref-mek.2.6.2.377,ref-mek.2.6.2.386,134948,134979,ref-bible.0102.14.29.7,ref-bible.0102.14.29.11,והמים להם חומה עשאן כמן חומה מימינם זו מזוזה ומשמאלם ,והמים להם חמה מימינם ומשמאלם ,10,5,273,271.0,514,513.0,0.4528301886792453,0.5,3090000446
ref-mek.2.6.3.51-ref-mek.2.6.3.55,ref-bible.0201.3.1.1-ref-bible.201.3.1.5,122641,122672,ref-mek.2.6.3.51,ref-mek.2.6.3.55,414579,414612,ref-bible.0201.3.1.1,ref-bible.0201.3.1.5,וישכם יהושע בבקר ויסעו משטים ,וישכם יהושע בבקר ויסעו מהשטים ,5,5,925,925.0,515,515.0,0.03333333333333333,0.0,3090000447
ref-mek.2.6.3.56-ref-mek.2.6.3.65,ref-bible.0203.15.12.1-ref-bible.0203.15.12.8,122673,122729,ref-mek.2.6.3.56,ref-mek.2.6.3.65,547821,547869,ref-bible.0203.15.12.1,ref-bible.0203.15.12.8,וישכם שמואל לקראת שאול בבקר ויגד לשמואל לאמר,וישכם שמואל לקראת שאול בבקר ויגד לשמואל לאמר,9,8,975,975.0,516,516.0,0.0,0.0,3090000448
ref-mek.2.6.3.74-ref-mek.2.6.3.80,ref-bible.0301.5.4.2-ref-bible.301.5.4.8,122776,122809,ref-mek.2.6.3.74,ref-mek.2.6.3.80,1153995,1154027,ref-bible.0301.5.4.2,ref-bible.0301.5.4.8,בקר תשמע קולי בקר אערוך לך ואצפה ,בקר תשמע קולי בקר אערך לך ואצפה ,7,7,1365,1365.0,518,518.0,0.030303030303030304,0.0,3090000449
ref-mek.2.6.3.103-ref-mek.2.6.3.111,ref-bible.0301.101.8.1-ref-bible.301.101.8.7,122933,122986,ref-mek.2.6.3.103,ref-mek.2.6.3.111,1222008,1222046,ref-bible.0301.101.8.1,ref-bible.0301.101.8.7,לבקרים שנאמר לבקרים אצמית כל רשעי ארץ להכרית מעיר ,לבקרים אצמית כל רשעי ארץ להכרית מעיר ,9,7,1453,1453.0,519,519.0,0.26,0.125,3090000450
ref-mek.2.6.3.129-ref-mek.2.6.3.144,ref-bible.0218.3.5.2-ref-bible.218.3.5.17,123064,123141,ref-mek.2.6.3.129,ref-mek.2.6.3.144,1126707,1126784,ref-bible.0218.3.5.2,ref-bible.0218.3.5.17,צדיק בקרבה לא יעשה עולה בבקר בבקר משפטו יתן לאור לא נעדר ולא יודע עול בשת ,צדיק בקרבה לא יעשה עולה בבקר בבקר משפטו יתן לאור לא נעדר ולא יודע עול בשת ,16,16,1349,1349.0,520,520.0,0.0,0.0,3090000451
ref-mek.2.6.3.147-ref-mek.2.6.3.162,ref-bible.0102.14.24.1-ref-bible.102.14.24.11,123150,123230,ref-mek.2.6.3.147,ref-mek.2.6.3.162,134463,134524,ref-bible.0102.14.24.1,ref-bible.0102.14.24.11,ויהי באשמורת הבקר זה היה עם הנץ החמה וישקף ה' אל מחנה מצרים בעמוד אש וענן ,ויהי באשמרת הבקר וישקף יהוה אל מחנה מצרים בעמוד אש וענן ,16,11,261,261.0,521,521.0,0.3108108108108108,0.3571428571428571,3090000452
ref-mek.2.6.3.176-ref-mek.2.6.3.180,ref-bible.0208.17.14.1-ref-bible.208.17.14.5,123295,123326,ref-mek.2.6.3.176,ref-mek.2.6.3.180,898821,898854,ref-bible.0208.17.14.1,ref-bible.0208.17.14.5,רפאני ה' וארפא הושיעני ואושעה ,רפאני יהוה וארפא הושיעני ואושעה ,5,5,1205,1205.0,522,522.0,0.09375,0.19999999999999996,3090000453
ref-mek.2.6.3.182-ref-mek.2.6.3.186,ref-bible.0208.3.22.1-ref-bible.208.3.22.5,123334,123365,ref-mek.2.6.3.182,ref-mek.2.6.3.186,872183,872213,ref-bible.0208.3.22.1,ref-bible.0208.3.22.5,שובו בנים שובבים ארפא משובותיכם ,שובו בנים שובבים ארפה משובתיכם ,5,5,1184,1184.0,523,523.0,0.0625,0.0,3090000454
ref-mek.2.6.3.227-ref-mek.2.6.3.234,ref-bible.0303.9.17.1-ref-bible.303.9.18.1,123571,123616,ref-mek.2.6.3.227,ref-mek.2.6.3.234,1300445,1300481,ref-bible.0303.9.17.1,ref-bible.0303.9.18.1,אשר בשערה ישופני והרבה פצעי חנם כשרפאהו לא ,אשר בשערה ישופני והרבה פצעי חנם לא ,8,7,1521,1521.0,524,524.0,0.18604651162790697,0.1428571428571429,3090000455
ref-mek.2.6.3.239-ref-mek.2.6.3.248,ref-bible.0303.38.1.1-ref-bible.303.38.2.1,123641,123688,ref-mek.2.6.3.239,ref-mek.2.6.3.248,1327998,1328046,ref-bible.0303.38.1.1,ref-bible.0303.38.2.1,ויען ה' את איוב מן הסערה שענה אותו מן הסערה ,ויען יהוה את איוב מנ הסערה מן הסערה ויאמר מי ,10,10,1535,1535.0,525,525.0,0.4444444444444444,0.375,3090000456
ref-mek.2.6.3.239-ref-mek.2.6.3.248,ref-bible.0303.40.6.1-ref-bible.303.40.6.8,123641,123688,ref-mek.2.6.3.239,ref-mek.2.6.3.248,1330812,1330846,ref-bible.0303.40.6.1,ref-bible.0303.40.6.8,ויען ה' את איוב מן הסערה שענה אותו מן הסערה ,ויען יהוה את איוב מנ סערה מן סערה ,10,8,1539,1539.0,526,525.0,0.36363636363636365,0.2857142857142857,3090000457
ref-mek.2.6.3.259-ref-mek.2.6.3.265,ref-bible.0306.2.1.1-ref-bible.306.2.1.7,123747,123776,ref-mek.2.6.3.259,ref-mek.2.6.3.265,1349425,1349456,ref-bible.0306.2.1.1,ref-bible.0306.2.1.7,איכה יעיב באפו ה' את בת ציון ,איכה יעיב באפו אדני את בת ציון ,7,7,1570,1570.0,527,527.0,0.12903225806451613,0.2857142857142857,3090000458
ref-mek.2.6.3.270-ref-mek.2.6.3.279,ref-bible.0207.60.8.1-ref-bible.0207.60.8.7,123802,123861,ref-mek.2.6.3.270,ref-mek.2.6.3.279,857503,857542,ref-bible.0207.60.8.1,ref-bible.0207.60.8.7,מי אלה כעב תעופינה וכיונים אל ארבתיהם,מי אלה כעב תעופינה וכיונים אל ארבתיהם,10,7,1165,1165.0,528,528.0,0.0,0.0,3090000459
ref-mek.2.6.3.286-ref-mek.2.6.3.296,ref-bible.0209.7.16.1-ref-bible.209.7.16.11,123898,123964,ref-mek.2.6.3.286,ref-mek.2.6.3.296,990155,990221,ref-bible.0209.7.16.1,ref-bible.0209.7.16.11,ופלטו פליטיהם והיו אל ההרים כיוני הגאיות כלם הומות איש בעונו ,ופלטו פליטיהם והיו אל ההרים כיוני הגאיות כלם המות איש בעונו ,11,11,1246,1246.0,530,530.0,0.01639344262295082,0.0,3090000460
ref-mek.2.6.3.307-ref-mek.2.6.3.324,ref-bible.0105.26.15.1-ref-bible.0105.26.15.10,124037,124131,ref-mek.2.6.3.307,ref-mek.2.6.3.324,390992,391042,ref-bible.0105.26.15.1,ref-bible.0105.26.15.10,השקיפה ממעון קדשך מן השמים וברך את עמך את ישראל,השקיפה ממעון קדשך מן השמים וברך את עמך את ישראל,16,10,895,895.0,531,531.0,0.0,0.0,3090000461
ref-mek.2.6.3.332-ref-mek.2.6.3.340,ref-bible.0102.14.24.4-ref-bible.102.14.24.12,124176,124221,ref-mek.2.6.3.332,ref-mek.2.6.3.340,134483,134530,ref-bible.0102.14.24.4,ref-bible.0102.14.24.12,וישקף ה' את מחנה מצרים בעמוד אש וענן ויהם ,וישקף יהוה אל מחנה מצרים בעמוד אש וענן ויהם ,9,9,262,261.0,533,533.0,0.09090909090909091,0.30000000000000004,3090000462
ref-mek.2.6.3.358-ref-mek.2.6.3.364,ref-bible.0202.5.22.1-ref-bible.202.5.22.7,124331,124368,ref-mek.2.6.3.358,ref-mek.2.6.3.364,475188,475225,ref-bible.0202.5.22.1,ref-bible.0202.5.22.7,אז הלמו עקבי סוס מדהרות דהרות אביריו ,אז הלמו עקבי סוס מדהרות דהרות אביריו ,7,7,954,954.0,534,534.0,0.0,0.0,3090000463
ref-mek.2.6.3.391-ref-mek.2.6.3.395,ref-bible.0105.7.23.5-ref-bible.105.7.23.9,124497,124523,ref-mek.2.6.3.391,ref-mek.2.6.3.395,356030,356055,ref-bible.0105.7.23.5,ref-bible.0105.7.23.9,והמם מהומה גדולה עד השמדם ,והמם מהומה גדלה עד השמדם ,5,5,847,847.0,535,535.0,0.038461538461538464,0.0,3090000464
ref-mek.2.6.4.1-ref-mek.2.6.4.5,ref-bible.0102.14.25.1-ref-bible.102.14.25.5,124524,124555,ref-mek.2.6.4.1,ref-mek.2.6.4.5,134545,134574,ref-bible.0102.14.25.1,ref-bible.0102.14.25.5,ויסר את אופן מרכבותיו וינהגהו ,ויסר את אפן מרכבתיו וינהגהו ,5,5,263,263.0,536,536.0,0.06666666666666667,0.0,3090000465
ref-mek.2.6.4.49-ref-mek.2.6.4.54,ref-bible.0301.77.19.1-ref-bible.301.77.19.6,124793,124825,ref-mek.2.6.4.49,ref-mek.2.6.4.54,1204786,1204817,ref-bible.0301.77.19.1,ref-bible.0301.77.19.6,קול רעמך כגלגל האירו ברקיו תבל ,קול רעמך בגלגל האירו ברקים תבל ,6,6,1418,1418.0,537,537.0,0.06451612903225806,0.0,3090000466
ref-mek.2.6.4.88-ref-mek.2.6.4.94,ref-bible.0102.14.25.5-ref-bible.102.14.25.11,125029,125075,ref-mek.2.6.4.88,ref-mek.2.6.4.94,134566,134611,ref-bible.0102.14.25.5,ref-bible.0102.14.25.11,וינהגהו בכבדות ויאמר מצרים אנוסה מפני ישראל ,וינהגהו בכבדת ויאמר מצרים אנוסה מפני ישראל ,7,7,264,263.0,538,538.0,0.022727272727272728,0.25,3090000467
ref-mek.2.6.4.110-ref-mek.2.6.4.117,ref-bible.0102.14.25.9-ref-bible.102.14.25.16,125171,125210,ref-mek.2.6.4.110,ref-mek.2.6.4.117,134595,134636,ref-bible.0102.14.25.9,ref-bible.0102.14.25.16,אנוסה מפני ישראל כי ה' נלחם להם במצרים ,אנוסה מפני ישראל כי יהוה נלחם להם במצרים ,8,8,267,263.0,539,539.0,0.07317073170731707,0.1428571428571429,3090000468
