baseOrig,compOrig,baseCharStart,baseCharEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,compOrder,grp-ref-bible,baseOrder,grp-ref-b,dam-lev,jac,id
ref-b.1.1.1.5b.24.18-ref-b.1.1.1.5b.24.23,ref-bible.0101.25.24.1-ref-bible.101.25.24.6,19504,19540,ref-b.1.1.1.5b.24.18,ref-b.1.1.1.5b.24.23,46128,46163,ref-bible.0101.25.24.1,ref-bible.0101.25.24.6,וימלאו ימיה ללדת והנה תומים בבטנה ,וימלאו ימיה ללדת והנה תומם בבטנה ,6,6,335,335.0,57,57.0,0.029411764705882353,0.2857142857142857,8090000054
ref-b.1.1.1.5b.25.22-ref-b.1.1.1.5b.26.11,ref-bible.0303.18.4.1-ref-bible.303.18.4.9,19657,19755,ref-b.1.1.1.5b.25.22,ref-b.1.1.1.5b.26.11,1308525,1308574,ref-bible.0303.18.4.1,ref-bible.0303.18.4.9,טרף נפשו באפו הלמענך תעזב ארץ ולא עוד אלא שגורם לשכינה שתסתלק מישראל שנאמר ויעתק צור ממקמו ,טרף נפשו באפו הלמענך תעזב ארץ ויעתק צור ממקמו ,17,9,7854,7854.0,58,58.0,0.4945054945054945,0.4375,8090000055
ref-b.1.1.1.6a.1.10-ref-b.1.1.1.6a.1.23,ref-bible.0207.48.18.1-ref-bible.207.48.19.5,19875,19959,ref-b.1.1.1.6a.1.10,ref-b.1.1.1.6a.1.23,843109,843193,ref-bible.0207.48.18.1,ref-bible.0207.48.19.5,לוא הקשבת למצותי ויהי כנהר שלומך וצדקתך כגלי הים ויהי כחול זרעך וצאצאי מעיך ,לוא הקשבת למצותי ויהי כנהר שלומך וצדקתך כגלי הים ויהי כחול זרעך וצאצאי מעיך ,14,14,5382,5382.0,59,59.0,0.0,0.0,8090000056
ref-b.1.1.1.6a.8.17-ref-b.1.1.1.6a.10.10,ref-bible.0301.82.1.3-ref-bible.0301.82.1.9,20864,21010,ref-b.1.1.1.6a.8.17,ref-b.1.1.1.6a.10.10,1210063,1210097,ref-bible.0301.82.1.3,ref-bible.0301.82.1.9,אלהים נצב בעדת אל בקרב אלהים ישפט,אלהים נצב בעדת אל בקרב אלהים ישפט,24,7,7102,7102.0,60,60.0,0.0,0.0,8090000057
ref-b.1.1.1.6a.13.10-ref-b.1.1.1.6a.13.18,ref-bible.0102.20.24.15-ref-bible.102.20.24.23,21261,21308,ref-b.1.1.1.6a.13.10,ref-b.1.1.1.6a.13.18,146150,146197,ref-bible.0102.20.24.15,ref-bible.0102.20.24.23,בכל המקום אשר אזכיר את שמי אבוא אליך וברכתיך ,בכל המקום אשר אזכיר את שמי אבוא אליך וברכתיך ,9,9,847,847.0,62,62.0,0.0,0.0,8090000058
ref-b.1.1.1.6a.22.1-ref-b.1.1.1.6a.22.19,ref-bible.0202.18.18.9-ref-bible.202.18.19.1,22213,22313,ref-b.1.1.1.6a.22.1,ref-b.1.1.1.6a.22.19,506891,506954,ref-bible.0202.18.18.9,ref-bible.0202.18.19.1,אתם עשיתוני חטיבה אחת בעולם שנאמר שמע ישראל ה' אלהינו ה' אחד ואני אעשה אתכם חטיבה אחת בעולם שנאמר ,ואת התרפים ואת המסכה ויאמר אליהם הכהן מה אתם עשים ויאמרו ,19,11,3807,3807.0,63,63.0,0.6836734693877551,0.9,8090000059
ref-b.1.1.1.6b.2.24-ref-b.1.1.1.6b.5.4,ref-bible.0207.50.10.1-ref-bible.0207.50.10.17,22782,22974,ref-b.1.1.1.6b.2.24,ref-b.1.1.1.6b.5.4,846048,846126,ref-bible.0207.50.10.1,ref-bible.0207.50.10.17,מי בכם ירא יהוה שמע בקול עבדו אשר הלך חשכים ואין נגה לו,מי בכם ירא יהוה שמע בקול עבדו אשר הלך חשכים ואין נגה לו,13,13,5400,5400.0,64,64.0,0.0,0.0,8090000060
ref-b.1.1.1.6b.5.19-ref-b.1.1.1.6b.5.25,ref-bible.0207.50.2.1-ref-bible.207.50.2.7,23046,23082,ref-b.1.1.1.6b.5.19,ref-b.1.1.1.6b.5.25,845470,845506,ref-bible.0207.50.2.1,ref-bible.0207.50.2.7,מדוע באתי ואין איש קראתי ואין עונה ,מדוע באתי ואין איש קראתי ואין עונה ,7,7,5398,5398.0,67,67.0,0.0,0.0,8090000061
ref-b.1.1.1.6b.25.14-ref-b.1.1.1.6b.25.19,ref-bible.0301.66.12.1-ref-bible.301.66.12.6,24650,24685,ref-b.1.1.1.6b.25.14,ref-b.1.1.1.6b.25.19,1195038,1195073,ref-bible.0301.66.12.1,ref-bible.0301.66.12.6,הרכבת אנוש לראשנו באנו באש ובמים ,הרכבת אנוש לראשנו באנו באש ובמים ,6,6,7027,7027.0,68,68.0,0.0,0.0,8090000062
ref-b.1.1.1.6b.26.21-ref-b.1.1.1.6b.26.26,ref-bible.0205.18.36.1-ref-bible.205.18.36.6,24791,24828,ref-b.1.1.1.6b.26.21,ref-b.1.1.1.6b.26.26,699305,699342,ref-bible.0205.18.36.1,ref-bible.0205.18.36.6,ויהי בעלות המנחה ויגש אליהו הנביא ,ויהי בעלות המנחה ויגש אליהו הנביא ,6,6,4667,4667.0,69,69.0,0.0,0.0,8090000063
ref-b.1.1.1.6b.28.8-ref-b.1.1.1.6b.28.15,ref-bible.0301.141.2.1-ref-bible.301.141.2.8,24947,24986,ref-b.1.1.1.6b.28.8,ref-b.1.1.1.6b.28.15,1250511,1250550,ref-bible.0301.141.2.1,ref-bible.0301.141.2.8,תכון תפלתי קטרת לפניך משאת כפי מנחת ערב ,תכון תפלתי קטרת לפניך משאת כפי מנחת ערב ,8,8,7395,7395.0,70,70.0,0.0,0.0,8090000064
ref-b.1.1.1.6b.28.26-ref-b.1.1.1.6b.28.32,ref-bible.0301.5.4.2-ref-bible.301.5.4.8,25031,25063,ref-b.1.1.1.6b.28.26,ref-b.1.1.1.6b.28.32,1153995,1154027,ref-bible.0301.5.4.2,ref-bible.0301.5.4.8,בקר תשמע קולי בקר אערך לך ואצפה ,בקר תשמע קולי בקר אערך לך ואצפה ,7,7,6751,6751.0,71,71.0,0.0,0.0,8090000065
ref-b.1.1.1.6b.29.15-ref-b.1.1.1.6b.29.24,ref-bible.0208.7.34.6-ref-bible.0208.7.34.13,25138,25188,ref-b.1.1.1.6b.29.15,ref-b.1.1.1.6b.29.24,881772,881809,ref-bible.0208.7.34.6,ref-bible.0208.7.34.13,קול ששון וקול שמחה קול חתן וקול כלה,קול ששון וקול שמחה קול חתן וקול כלה,10,8,5602,5602.0,72,72.0,0.0,0.0,8090000066
ref-b.1.1.1.6b.29.15-ref-b.1.1.1.6b.29.24,ref-bible.0208.16.9.15-ref-bible.0208.16.9.22,25138,25188,ref-b.1.1.1.6b.29.15,ref-b.1.1.1.6b.29.24,896716,896753,ref-bible.0208.16.9.15,ref-bible.0208.16.9.22,קול ששון וקול שמחה קול חתן וקול כלה,קול ששון וקול שמחה קול חתן וקול כלה,10,8,5659,5659.0,73,73.0,0.0,0.0,8090000067
ref-b.1.1.1.6b.29.15-ref-b.1.1.1.6b.29.25,ref-bible.0208.25.10.3-ref-bible.0208.25.10.11,25138,25192,ref-b.1.1.1.6b.29.15,ref-b.1.1.1.6b.29.25,913429,913470,ref-bible.0208.25.10.3,ref-bible.0208.25.10.11,קול ששון וקול שמחה קול חתן וקול כלה קול ששון וקול שמחה קול חתן וקול כלה קול,קול ששון וקול שמחה קול חתן וקול כלה קול ששון וקול שמחה קול חתן וקול כלה קול,11,9,5724,5724.0,74,74.0,0.0,0.0,8090000068
ref-b.1.1.1.6b.29.15-ref-b.1.1.1.6b.29.27,ref-bible.0208.33.11.1-ref-bible.0208.33.11.11,25138,25204,ref-b.1.1.1.6b.29.15,ref-b.1.1.1.6b.29.27,934292,934344,ref-bible.0208.33.11.1,ref-bible.0208.33.11.11,קול ששון וקול שמחה קול חתן וקול כלה קול אמרים הודו,קול ששון וקול שמחה קול חתן וקול כלה קול אמרים הודו,13,11,5794,5794.0,75,75.0,0.0,0.0,8090000069
ref-b.1.1.1.6b.30.16-ref-b.1.1.1.6b.30.29,ref-bible.0102.19.16.1-ref-bible.102.19.16.14,25296,25371,ref-b.1.1.1.6b.30.16,ref-b.1.1.1.6b.30.29,144047,144120,ref-bible.0102.19.16.1,ref-bible.0102.19.16.14,ויהי ביום השלישי בהיות הבקר ויהי קלת וברקים וענן כבד על ההר וקל שופר ,ויהי ביום השלישי בהית הבקר ויהי קלת וברקים וענן כבד על ההר וקל שפר ,14,14,834,834.0,80,80.0,0.028985507246376812,0.08333333333333337,8090000070
ref-b.1.1.1.6b.30.27-ref-b.1.1.1.6b.30.37,ref-bible.0102.19.18.17-ref-bible.102.19.19.11,25357,25418,ref-b.1.1.1.6b.30.27,ref-b.1.1.1.6b.30.37,144299,144369,ref-bible.0102.19.18.17,ref-bible.0102.19.19.11,ההר וקל שופר וגו' ויהי קול השפר וגו' והאלהים יעננו בקול ,ההר מאד ויהי קול השופר הולך וחזק מאד משה ידבר והאלהים יעננו בקול ,11,13,835,835.0,81,80.0,0.4153846153846154,0.5454545454545454,8090000071
ref-b.1.1.1.6b.37.30-ref-b.1.1.1.6b.37.35,ref-bible.0207.3.14.8-ref-bible.207.3.14.13,26127,26163,ref-b.1.1.1.6b.37.30,ref-b.1.1.1.6b.37.35,781484,781520,ref-bible.0207.3.14.8,ref-bible.0207.3.14.13,ואתם בערתם הכרם גזלת העני בבתיכם ,ואתם בערתם הכרם גזלת העני בבתיכם ,6,6,5037,5037.0,82,82.0,0.0,0.0,8090000072
ref-b.1.1.1.7a.1.13-ref-b.1.1.1.7a.1.19,ref-bible.0207.56.7.1-ref-bible.207.56.7.7,26226,26268,ref-b.1.1.1.7a.1.13,ref-b.1.1.1.7a.1.19,852534,852576,ref-bible.0207.56.7.1,ref-bible.0207.56.7.7,והביאותים אל הר קדשי ושמחתים בבית תפלתי ,והביאותים אל הר קדשי ושמחתים בבית תפלתי ,7,7,5448,5448.0,83,83.0,0.0,0.0,8090000073
ref-b.1.1.1.7a.11.2-ref-b.1.1.1.7a.11.10,ref-bible.0215.6.4.13-ref-bible.215.6.5.5,27338,27377,ref-b.1.1.1.7a.11.2,ref-b.1.1.1.7a.11.10,1118877,1118901,ref-bible.0215.6.4.13,ref-bible.0215.6.5.5,דאמר להו נביא לישראל עמי זכר נא מה יעץ ,ומרים עמי זכר נא מה יעץ ,9,6,6546,6546.0,84,84.0,0.4358974358974359,0.5714285714285714,8090000074
ref-b.1.1.1.7a.13.3-ref-b.1.1.1.7a.13.14,ref-bible.0104.23.7.16-ref-bible.0104.23.8.9,27584,27632,ref-b.1.1.1.7a.13.3,ref-b.1.1.1.7a.13.14,307909,307959,ref-bible.0104.23.7.16,ref-bible.0104.23.8.9,ולכה זעמה ישראל מה אקב לא קבה אל ומה אזעם לא זעם,ולכה זעמה ישראל מה אקב לא קבה אל ומה אזעם לא זעם,12,12,2630,2630.0,85,85.0,0.0,0.0,8090000075
ref-b.1.1.1.7a.15.15-ref-b.1.1.1.7a.15.20,ref-bible.0207.26.20.9-ref-bible.207.26.20.15,27806,27830,ref-b.1.1.1.7a.15.15,ref-b.1.1.1.7a.15.20,809708,809738,ref-bible.0207.26.20.9,ref-bible.0207.26.20.15,חבי כמעט רגע עד יעבר זעם ,חבי כמעט רגע עד יעבור יעבר זעם ,6,7,5209,5201.0,87,87.0,0.1935483870967742,0.0,8090000076
ref-b.1.1.1.7a.22.21-ref-b.1.1.1.7a.22.31,ref-bible.0210.2.9.10-ref-bible.210.2.9.20,28512,28566,ref-b.1.1.1.7a.22.21,ref-b.1.1.1.7a.22.31,1081437,1081491,ref-bible.0210.2.9.10,ref-bible.0210.2.9.20,ואמרה אלכה ואשובה אל אישי הראשון כי טוב לי אז מעתה ,ואמרה אלכה ואשובה אל אישי הראשון כי טוב לי אז מעתה ,11,11,6349,6349.0,88,88.0,0.0,0.0,8090000077
ref-b.1.1.1.7a.22.39-ref-b.1.1.1.7a.22.44,ref-bible.0302.17.10.1-ref-bible.302.17.10.6,28608,28639,ref-b.1.1.1.7a.22.39,ref-b.1.1.1.7a.22.44,1274054,1274085,ref-bible.0302.17.10.1,ref-bible.0302.17.10.6,תחת גערה במבין מהכות כסיל מאה ,תחת גערה במבין מהכות כסיל מאה ,6,6,7560,7560.0,89,89.0,0.0,0.0,8090000078
ref-b.1.1.1.7a.23.15-ref-b.1.1.1.7a.23.26,ref-bible.0103.25.37.4-ref-bible.103.25.38.15,28711,28774,ref-b.1.1.1.7a.23.15,ref-b.1.1.1.7a.23.26,245491,245597,ref-bible.0103.25.37.4,ref-bible.0103.25.38.15,ונתן לו בקש שתשרה שכינה על ישראל ונתן לו שנאמר הלוא בלכתך ,תתן לו בנשך ובמרבית לא תתן אכלך אני יהוה אלהיכם אשר הוצאתי אתכם מארץ מצרים לתת לכם את ארץ כנען להיות לכם ,12,22,2207,2198.0,90,90.0,0.7047619047619048,1.0,8090000079
ref-b.1.1.1.7a.23.20-ref-b.1.1.1.7a.23.27,ref-bible.0104.10.29.17-ref-bible.104.10.30.7,28737,28779,ref-b.1.1.1.7a.23.20,ref-b.1.1.1.7a.23.27,278637,278717,ref-bible.0104.10.29.17,ref-bible.0104.10.30.7,על ישראל ונתן לו שנאמר הלוא בלכתך עמנו ,אתן לכם לכה אתנו והטבנו לך כי יהוה דבר טוב על ישראל ויאמר אליו לא אלך כי אם אל ,8,19,2415,2414.0,91,90.0,0.7341772151898734,0.8125,8090000080
ref-b.1.1.1.7a.23.22-ref-b.1.1.1.7a.24.10,ref-bible.0205.13.7.10-ref-bible.205.13.8.15,28746,28831,ref-b.1.1.1.7a.23.22,ref-b.1.1.1.7a.24.10,684016,684095,ref-bible.0205.13.7.10,ref-bible.0205.13.8.15,ונתן לו שנאמר הלוא בלכתך עמנו בקש שלא תשרה שכינה על עובדי כוכבים ונתן לו שנאמר ,ואתנה לך מתת ויאמר איש האלהים אל המלך אם תתן לי את חצי ביתך לא אבא עמך ולא ,16,18,4585,4583.0,92,90.0,0.7721518987341772,0.96,8090000081
ref-b.1.1.1.7a.25.43-ref-b.1.1.1.7a.25.56,ref-bible.0209.18.20.11-ref-bible.209.18.20.21,29045,29102,ref-b.1.1.1.7a.25.43,ref-b.1.1.1.7a.25.56,1011802,1011858,ref-bible.0209.18.20.11,ref-bible.0209.18.20.21,לו צדיק בן צדיק צדיק ורע לו צדיק בן רשע רשע וטוב לו רשע ,לא ישא בעון הבן צדקת הצדיק עליו תהיה ורשעת רשע הרשע ,14,11,6060,6059.0,93,93.0,0.5714285714285714,0.8333333333333334,8090000082
ref-b.1.1.1.7a.25.45-ref-b.1.1.1.7a.26.3,ref-bible.0209.33.12.6-ref-bible.0209.33.13.1,29053,29145,ref-b.1.1.1.7a.25.45,ref-b.1.1.1.7a.26.3,1043318,1043443,ref-bible.0209.33.12.6,ref-bible.0209.33.13.1,בני עמך צדקת הצדיק לא תצילנו ביום פשעו ורשעת הרשע לא יכשל בה ביום שובו מרשעו וצדיק לא יוכל לחיות בה ביום חטאתו באמרי,בני עמך צדקת הצדיק לא תצילנו ביום פשעו ורשעת הרשע לא יכשל בה ביום שובו מרשעו וצדיק לא יוכל לחיות בה ביום חטאתו באמרי,23,17,6140,6140.0,94,94.0,0.0,0.0,8090000083
ref-b.1.1.1.7a.29.15-ref-b.1.1.1.7a.30.6,ref-bible.0102.33.19.12-ref-bible.102.33.20.6,29559,29665,ref-b.1.1.1.7a.29.15,ref-b.1.1.1.7a.30.6,174289,174353,ref-bible.0102.33.19.12,ref-bible.0102.33.20.6,וחנתי את אשר אחון אף על פי שאינו הגון ורחמתי את אשר ארחם אף על פי שאינו הגון ויאמר לא תוכל לראות את פני ,וחנתי את אשר אחן ורחמתי את אשר ארחם ויאמר לא תוכל לראת את פני ,24,14,1196,1196.0,96,96.0,0.40384615384615385,0.4,8090000084
ref-b.1.1.1.7a.33.1-ref-b.1.1.1.7a.33.17,ref-bible.0102.33.23.1-ref-bible.102.33.23.9,29977,30058,ref-b.1.1.1.7a.33.1,ref-b.1.1.1.7a.33.17,174480,174523,ref-bible.0102.33.23.1,ref-bible.0102.33.23.9,והסרתי את כפי וראית את אחרי אמר רב חנא בר ביזנא אמר רבי שמעון חסידא מלמד שהראה ,והסרתי את כפי וראית את אחרי ופני לא יראו ,17,9,1197,1197.0,97,97.0,0.5443037974683544,0.6,8090000085
ref-b.1.1.1.7a.35.6-ref-b.1.1.1.7a.35.13,ref-bible.0105.9.14.1-ref-bible.105.9.14.12,30221,30266,ref-b.1.1.1.7a.35.6,ref-b.1.1.1.7a.35.13,359127,359193,ref-bible.0105.9.14.1,ref-bible.0105.9.14.12,הרף ממני ואשמידם וגו' ואעשה אותך לגוי עצום ,הרף ממני ואשמידם ואמחה את שמם מתחת השמים ואעשה אותך לגוי עצום ,8,12,2977,2977.0,98,98.0,0.3548387096774194,0.46153846153846156,8090000086
ref-b.1.1.1.7a.35.28-ref-b.1.1.1.7a.35.41,ref-bible.0312.23.15.1-ref-bible.312.23.17.14,30340,30419,ref-b.1.1.1.7a.35.28,ref-b.1.1.1.7a.35.41,1501664,1501788,ref-bible.0312.23.15.1,ref-bible.0312.23.17.14,בני משה גרשום ואליעזר ויהיו בני אליעזר רחביה הראש וגו' ובני רחביה רבו למעלה ,בני משה גרשם ואליעזר בני גרשום שבואל הראש ויהיו בני אליעזר רחביה הראש ולא היה לאליעזר בנים אחרים ובני רחביה רבו למעלה ,14,22,8757,8755.0,99,99.0,0.3983050847457627,0.3076923076923077,8090000087
ref-b.1.1.1.7b.2.12-ref-b.1.1.1.7b.2.17,ref-bible.0205.8.28.2-ref-bible.205.8.28.9,30770,30798,ref-b.1.1.1.7b.2.12,ref-b.1.1.1.7b.2.17,668193,668231,ref-bible.0205.8.28.2,ref-bible.0205.8.28.9,שמע אלהינו אל תפלת עבדך ואל ,אל תפלת עבדך ואל תחנתו יהוה אלהי לשמע ,6,8,4521,4521.0,101,100.0,0.7105263157894737,0.33333333333333337,8090000088
ref-b.1.1.1.7b.2.11-ref-b.1.1.1.7b.2.25,ref-bible.0311.9.17.1-ref-bible.311.9.17.15,30764,30841,ref-b.1.1.1.7b.2.11,ref-b.1.1.1.7b.2.25,1448461,1448538,ref-bible.0311.9.17.1,ref-bible.0311.9.17.15,ועתה שמע אלהינו אל תפלת עבדך ואל תחנוניו והאר פניך על מקדשך השמם למען אדני ,ועתה שמע אלהינו אל תפלת עבדך ואל תחנוניו והאר פניך על מקדשך השמם למען אדני ,15,15,8546,8546.0,100,100.0,0.0,0.0,8090000089
ref-b.1.1.1.7b.2.12-ref-b.1.1.1.7b.2.17,ref-bible.0313.6.19.2-ref-bible.313.6.19.9,30770,30798,ref-b.1.1.1.7b.2.12,ref-b.1.1.1.7b.2.17,1524628,1524666,ref-bible.0313.6.19.2,ref-bible.0313.6.19.9,שמע אלהינו אל תפלת עבדך ואל ,אל תפלת עבדך ואל תחנתו יהוה אלהי לשמע ,6,8,8895,8895.0,102,100.0,0.7105263157894737,0.33333333333333337,8090000090
ref-b.1.1.1.7b.2.12-ref-b.1.1.1.7b.2.18,ref-bible.0313.6.20.16-ref-bible.313.6.21.3,30770,30806,ref-b.1.1.1.7b.2.12,ref-b.1.1.1.7b.2.18,1524782,1524842,ref-bible.0313.6.20.16,ref-bible.0313.6.21.3,שמע אלהינו אל תפלת עבדך ואל תחנוניו ,לשמוע אל התפלה אשר יתפלל עבדך אל המקום הזה ושמעת אל תחנוני ,7,12,8896,8896.0,103,100.0,0.5084745762711864,0.6666666666666667,8090000091
ref-b.1.1.1.7b.4.16-ref-b.1.1.1.7b.5.1,ref-bible.0102.33.14.1-ref-bible.102.33.15.1,30962,30995,ref-b.1.1.1.7b.4.16,ref-b.1.1.1.7b.5.1,173953,173986,ref-bible.0102.33.14.1,ref-bible.0102.33.15.1,שנאמר פני ילכו והנחותי לך ואמר ,ויאמר פני ילכו והנחתי לך ויאמר ,6,6,1193,1193.0,104,104.0,0.12903225806451613,0.16666666666666663,8090000092
ref-b.1.1.1.7b.7.2-ref-b.1.1.1.7b.7.9,ref-bible.0101.27.36.1-ref-bible.101.27.36.8,31321,31362,ref-b.1.1.1.7b.7.2,ref-b.1.1.1.7b.7.9,51540,51581,ref-bible.0101.27.36.1,ref-bible.0101.27.36.8,ויאמר הכי קרא שמו יעקב ויעקבני זה פעמים ,ויאמר הכי קרא שמו יעקב ויעקבני זה פעמים ,8,8,362,362.0,105,105.0,0.0,0.0,8090000093
ref-b.1.1.1.7b.8.13-ref-b.1.1.1.7b.8.19,ref-bible.0312.5.1.8-ref-bible.312.5.1.14,31434,31475,ref-b.1.1.1.7b.8.13,ref-b.1.1.1.7b.8.19,1464709,1464750,ref-bible.0312.5.1.8,ref-bible.0312.5.1.14,ובחללו יצועי אביו נתנה בכרתו לבני יוסף ,ובחללו יצועי אביו נתנה בכרתו לבני יוסף ,7,7,8633,8630.0,106,106.0,0.0,0.0,8090000094
ref-b.1.1.1.7b.10.10-ref-b.1.1.1.7b.10.17,ref-bible.0301.46.9.1-ref-bible.301.46.9.8,31665,31700,ref-b.1.1.1.7b.10.10,ref-b.1.1.1.7b.10.17,1183056,1183093,ref-bible.0301.46.9.1,ref-bible.0301.46.9.8,לכו חזו מפעלות ה' אשר שם שמות בארץ ,לכו חזו מפעלות יהוה אשר שם שמות בארץ ,8,8,6943,6943.0,107,107.0,0.08108108108108109,0.1428571428571429,8090000095
ref-b.1.1.1.7b.11.21-ref-b.1.1.1.7b.11.35,ref-bible.0301.3.1.1-ref-bible.301.3.2.7,31824,31899,ref-b.1.1.1.7b.11.21,ref-b.1.1.1.7b.11.35,1153128,1153192,ref-bible.0301.3.1.1,ref-bible.0301.3.2.7,מזמור לדוד בברחו מפני אבשלום בנו וכתיב בתריה ה' מה רבו צרי רבים קמים עלי ,מזמור לדוד בברחו מפני אבשלום בנו יהוה מה רבו צרי רבים קמים עלי ,15,13,6749,6745.0,108,108.0,0.1506849315068493,0.23076923076923073,8090000096
ref-b.1.1.1.7b.11.42-ref-b.1.1.1.7b.11.47,ref-bible.0301.2.1.1-ref-bible.301.2.1.6,31933,31963,ref-b.1.1.1.7b.11.42,ref-b.1.1.1.7b.11.47,1152648,1152678,ref-bible.0301.2.1.1,ref-bible.0301.2.1.6,למה רגשו גוים ולאמים יהגו ריק ,למה רגשו גוים ולאמים יהגו ריק ,6,6,6739,6739.0,109,109.0,0.0,0.0,8090000097
ref-b.1.1.1.7b.11.49-ref-b.1.1.1.7b.12.8,ref-bible.0301.2.12.14-ref-bible.0301.3.2.4,31971,32036,ref-b.1.1.1.7b.11.49,ref-b.1.1.1.7b.12.8,1153125,1153178,ref-bible.0301.2.12.14,ref-bible.0301.3.2.4,מזמור לדוד בברחו מפני אבשלום בנו יהוה מה רבו צרי,בו מזמור לדוד בברחו מפני אבשלום בנו יהוה מה רבו צרי,11,11,6746,6746.0,110,110.0,0.058823529411764705,0.0,8090000098
ref-b.1.1.1.7b.15.15-ref-b.1.1.1.7b.15.22,ref-bible.0302.28.4.1-ref-bible.302.28.4.8,32396,32436,ref-b.1.1.1.7b.15.15,ref-b.1.1.1.7b.15.22,1286576,1286616,ref-bible.0302.28.4.1,ref-bible.0302.28.4.8,עזבי תורה יהללו רשע ושמרי תורה יתגרו בם ,עזבי תורה יהללו רשע ושמרי תורה יתגרו בם ,8,8,7711,7711.0,112,112.0,0.0,0.0,8090000099
ref-b.1.1.1.7b.16.26-ref-b.1.1.1.7b.16.32,ref-bible.0301.37.1.2-ref-bible.301.37.1.8,32569,32603,ref-b.1.1.1.7b.16.26,ref-b.1.1.1.7b.16.32,1175093,1175127,ref-bible.0301.37.1.2,ref-bible.0301.37.1.8,אל תתחר במרעים אל תקנא בעשי עולה ,אל תתחר במרעים אל תקנא בעשי עולה ,7,7,6891,6891.0,114,113.0,0.0,0.0,8090000100
ref-b.1.1.1.7b.16.26-ref-b.1.1.1.7b.16.30,ref-bible.0302.24.19.1-ref-bible.302.24.19.5,32569,32592,ref-b.1.1.1.7b.16.26,ref-b.1.1.1.7b.16.30,1282458,1282481,ref-bible.0302.24.19.1,ref-bible.0302.24.19.5,אל תתחר במרעים אל תקנא ,אל תתחר במרעים אל תקנא ,5,5,7650,7650.0,113,113.0,0.0,0.0,8090000101
ref-b.1.1.1.7b.16.41-ref-b.1.1.1.7b.16.49,ref-bible.0301.37.1.2-ref-bible.301.37.1.8,32639,32687,ref-b.1.1.1.7b.16.41,ref-b.1.1.1.7b.16.49,1175093,1175127,ref-bible.0301.37.1.2,ref-bible.0301.37.1.8,אל תתחר במרעים להיות כמרעים אל תקנא בעשי עולה ,אל תתחר במרעים אל תקנא בעשי עולה ,9,7,6892,6891.0,116,115.0,0.2826086956521739,0.0,8090000102
ref-b.1.1.1.7b.16.41-ref-b.1.1.1.7b.16.47,ref-bible.0302.24.19.1-ref-bible.302.24.19.5,32639,32676,ref-b.1.1.1.7b.16.41,ref-b.1.1.1.7b.16.47,1282458,1282481,ref-bible.0302.24.19.1,ref-bible.0302.24.19.5,אל תתחר במרעים להיות כמרעים אל תקנא ,אל תתחר במרעים אל תקנא ,7,5,7651,7650.0,115,115.0,0.3611111111111111,0.0,8090000103
ref-b.1.1.1.7b.17.2-ref-b.1.1.1.7b.17.11,ref-bible.0302.23.17.1-ref-bible.302.23.17.10,32713,32757,ref-b.1.1.1.7b.17.2,ref-b.1.1.1.7b.17.11,1280934,1280980,ref-bible.0302.23.17.1,ref-bible.0302.23.17.10,אל יקנא לבך בחטאים כי אם ביראת ה' כל היום ,אל יקנא לבך בחטאים כי אם ביראת יהוה כל היום ,10,10,7640,7640.0,117,117.0,0.06818181818181818,0.1428571428571429,8090000104
ref-b.1.1.1.7b.18.15-ref-b.1.1.1.7b.18.37,ref-bible.0301.10.5.1-ref-bible.301.10.5.12,32826,32949,ref-b.1.1.1.7b.18.15,ref-b.1.1.1.7b.18.37,1157096,1157158,ref-bible.0301.10.5.1,ref-bible.0301.10.5.12,יחילו דרכיו בכל עת ולא עוד אלא שזוכה בדין שנאמר מרום משפטיך מנגדו ולא עוד אלא שרואה בצריו שנאמר כל צורריו יפיח בהם ,יחילו דרכו דרכיו בכל עת מרום משפטיך מנגדו כל צורריו יפיח בהם ,23,12,6777,6777.0,118,118.0,0.5304347826086957,0.3529411764705882,8090000105
